ID,QC1,QC2,QC3,QC4,QC5
1A0A075B6P5,399853.7597,0,0,231919.242,0
1A0A087WSY6,16437.17979,0,0,0,0
1A0A0A0MRZ8,61213.58615,0,260274.7439,80408.65816,199455.3439
1A0A0B4J1U7,356666.8482,171607.1527,0,174685.4561,0
1A0A0B4J1V0,269300.9999,499868.7177,0,0,226952.3789
1A0A0C4DH31,56339.13547,28638.45752,22704.53879,84719.1576,54174.25081
1A0A0C4DH38,62504.3461,74858.7293,0,48349.69923,54984.90414
1A0A0C4DH67,27739.5023,31179.95759,0,0,26061.07864
1A0A0C4DH73,23182.95058,30143.97956,49341.46807,44055.03379,30126.56617
1A0A1B0GUS4,165623.1023,0,0,29809.31426,0
1A0FGR8,116608.0432,0,0,101439.8516,37775.83392
1A1X283,52877.19328,0,0,55667.43888,50877.66185
1A6NHL2,55357.25606,0,0,46181.66052,69879.13138
1A6NNT2,8635.804093,0,15869.26777,25206.495,21728.76803
1B0I1T2,32831.52213,0,0,0,0
1O00148,222935.0988,63321.36242,161308.6456,0,400356.8282
1O00159,1727927.384,1503006.621,1559079.376,2190449.897,1245615.681
1O00161,79903.11387,0,55974.21254,0,54729.28355
1O00203,239021.6878,217872.143,192128.3107,58646.66511,194312.38
1O00231,81715.81431,71957.61815,40851.29261,0,0
1O00232,32383.98352,67428.94079,0,189654.6672,0
1O00299,712206.3951,643377.7612,825905.1411,743941.7774,785824.5213
1O00303,98924.06817,80274.3231,106523.3389,70458.82208,0
1O00410,80002.31638,40093.84053,43924.82051,0,195870.5453
1O00468,0,0,0,223575.947,0
1O00469,48581.04814,0,0,0,0
1O00483,403246.9366,182367.5361,140980.9809,331563.7627,201879.1567
1O00487,64353.12018,74198.20014,61356.16805,67161.69804,0
1O00534,0,96703.70496,45316.25291,0,0
1O00567,31265.70067,0,33299.67768,0,0
1O00584,149581.6052,229601.4267,379962.3084,59766.00644,354192.3619
1O00743,0,74566.19593,0,0,0
1O00754,77240.42828,0,0,122457.6471,0
1O14579,86026.61436,86862.84528,0,0,0
1O14617,32697.37328,0,0,0,0
1O14737,86164.14512,0,0,0,0
1O14773,51324.89943,243883.39,283921.5937,39671.4544,248858.35
1O14786,121477.9846,0,0,78916.60905,174982.9829
1O14787,52210.95823,0,0,120307.8784,0
1O14818,439207.847,532047.3879,284371.6527,361258.5851,391710.5384
1O14880,500938.8644,180644.0115,138974.4679,275219.1163,117137.3687
1O14958,61979.02371,53182.37956,84593.27665,46511.73833,116872.5824
1O14979,127565.4115,70214.52921,91763.27905,800347.3238,92752.59078
1O14980,186433.0837,84261.72057,278173.9652,211822.254,369387.0197
1O15143,412907.9084,425216.8114,703911.0242,869931.6224,79684.37034
1O15144,707911.3772,791088.4782,497099.5387,593019.4872,690806.9896
1O15145,267891.8733,251485.531,198541.6514,512339.2152,222002.9126
1O15173,28997.57052,211443.862,170675.4985,377360.5355,167609.7039
1O15230,41369.70193,0,0,77933.68363,0
1O15247,0,0,0,58805.00501,65077.33435
1O15258,48220.31174,116091.0277,52917.56185,67769.47968,49753.33864
1O15260,138240.9545,120320.6503,0,105305.7813,181969.2666
1O15498,43888.09296,76340.02883,84332.61748,362354.7844,71769.29792
1O15511,520226.9891,565716.674,785371.7027,747230.3754,729363.9429
1O15523,70523.96732,75635.71283,0,0,0
1O15533,73879.9432,37542.09248,144787.7299,229531.9634,206655.4935
1O43143,140811.2014,0,125941.5094,50493.37796,53997.0477
1O43169,0,292766.2744,61780.91123,0,0
1O43242,224062.4,199481.6696,139949.5957,267643.1608,139929.3554
1O43324,38444.35514,0,0,55077.92723,59865.11863
1O43390,653800.9164,327124.9704,247757.478,492424.927,409665.0838
1O43396,39117.354,0,74933.88542,52067.03302,45634.89386
1O43399,106631.4269,0,70665.82593,180324.7927,195992.7544
1O43488,138804.6051,132767.2928,237453.0022,135819.0992,115843.9897
1O43491,436671.4192,166958.2945,429637.5703,193515.7249,595972.7714
1O43617,40845.50684,163222.4384,0,55736.86484,87216.52109
1O43676,76630.55829,79334.30347,68898.40674,79356.30679,85221.45845
1O43681,141487.5821,48131.98664,300011.2028,131556.1017,159411.5139
1O43684,66401.42659,184957.4812,103691.7177,81124.84173,62072.01028
1O43707,2551195.5,2436504.813,3267053.271,3118565.345,3000130.19
1O43747,135603.0695,61782.30153,68025.47981,96592.21453,119846.3358
1O43760,242166.8584,530556.7721,838666.189,396276.0642,551366.4703
1O43776,112585.8322,0,110920.7904,315510.5323,98565.66765
1O43795,266065.6453,161126.2599,353211.9268,256681.1673,329047.8511
1O43809,132931.3655,128202.2817,122069.1268,258520.3462,0
1O43852,16159.86368,126711.6658,16813.45404,0,15957.44592
1O60234,74212.49707,186112.7085,0,226085.0255,0
1O60313,205879.0306,70592.77299,192109.5582,213454.373,79640.57877
1O60493,88715.22788,70685.93648,0,266218.1016,228255.942
1O60504,0,0,77534.85138,0,0
1O60506,61505.55718,312936.1705,610223.7429,290103.0674,531252.8985
1O60610,59310.70161,0,68925.59781,0,55897.39833
1O60662,423955.4609,136922.3846,325261.3878,112230.1072,964096.9643
1O60664,382391.8631,216428.1089,491745.7119,616185.8334,457784.8949
1O60701,495877.2818,936199.9337,623725.5128,761761.1068,1096520.648
1O60716,68975.05538,0,86085.0347,0,0
1O60749,445791.2864,699369.02,298623.5209,273172.8775,507574.8962
1O60760,73433.5319,231678.9725,101900.858,165733.1614,101404.9911
1O60832,19733.4087,0,27268.88712,0,0
1O60888,0,40067.75475,89994.92224,0,0
1O75083,855396.2021,1144699.829,1740134.36,820712.2717,1047840.712
1O75112,40196.18131,19313.72358,35332.44415,20794.90163,21542.39924
1O75131,123710.0411,0,166043.6413,159972.0248,59745.96481
1O75208,0,116538.2125,82739.59616,0,0
1O75223,0,0,0,51310.65547,0
1O75251,71763.99872,152247.779,178232.7391,0,0
1O75306,164089.9726,246296.3245,197350.8703,41455.82334,195595.575
1O75323,29658.16906,152005.554,0,0,143585.4426
1O75340,125434.8121,221570.7336,113236.719,181408.8121,0
1O75367,1164276.75,1063554.428,657189.2745,642214.4779,942425.2271
1O75368,209418.7565,586016.999,421152.0829,134260.0601,428159.3858
1O75369,2306571.124,2468925.708,2340869.36,2076079.765,2222880.67
1O75390,852555.4029,976446.5624,429412.5408,956433.931,573272.4415
1O75396,286819.2616,331801.7777,122322.285,353706.9896,229651.1619
1O75436,351188.164,90363.92932,134989.5705,34135.64769,0
1O75438,112671.5071,92474.08242,41993.31731,69105.62488,0
1O75489,182960.9958,0,118937.4663,83107.74455,0
1O75533,23665.43552,0,64776.61643,95297.4813,450584.7453
1O75643,46279.09895,0,0,121309.0738,77266.66809
1O75695,169726.4789,193658.9514,0,0,158016.2939
1O75718,41207.37055,113687.4096,131360.9698,62818.31263,135061.3618
1O75746,134926.6888,0,142331.1579,0,0
1O75828,132469.172,239718.9819,147769.3708,107515.232,142393.9045
1O75844,274779.6841,0,191256.3214,144625.234,196766.745
1O75874,595936.5423,1126253.458,1129648.083,817021.7339,715330.2711
1O75923,148668.4912,0,0,0,195748.3363
1O75937,177854.321,113491.7663,204083.0028,96353.48667,112147.1661
1O75947,349035.0186,1097093.285,384706.6804,223770.8269,257820.3466
1O75955,33655.57936,0,0,0,0
1O75964,85667.00526,36721.32211,357881.2889,130837.4822,417303.149
1O76021,0,34485.39829,33700.04267,29347.69254,0
1O94826,33660.08856,36735.29663,0,0,0
1O94855,76292.36791,0,0,51523.80535,0
1O94874,37318.18117,38586.45522,0,0,0
1O94901,226474.8247,0,74491.32741,0,0
1O94905,299817.0452,453333.5533,339475.7512,305681.2781,304718.0672
1O94925,210782.7911,71880.29245,128491.8437,0,0
1O94973,365606.3472,171104.0699,328571.1967,1498991.708,198976.6919
1O94979,485055.1896,709458.6263,688918.4338,243161.3753,315421.5426
1O95292,76597.86656,0,0,0,79323.85366
1O95336,323456.5528,255845.5824,252511.2262,391830.3669,203926.1581
1O95340,41816.11323,0,0,0,0
1O95394,29659.29636,0,73792.79834,41809.04313,76309.36391
1O95399,58678.2856,49629.12396,64864.75298,0,0
1O95425,73143.81547,0,0,114226.408,0
1O95479,130225.8425,0,60520.74604,221018.1485,0
1O95563,33339.935,56286.58712,0,0,0
1O95747,48595.70306,0,28336.83962,24206.5176,0
1O95782,1032314.863,1542414.778,1364147.573,348055.4729,1892916.251
1O95816,0,59149.50124,0,0,0
1O95831,151272.5571,246594.4477,141768.5841,162883.0431,142852.1884
1O95865,161328.0845,138105.5609,0,101169.4558,168597.5603
1P00156,41597.41679,0,0,56141.2406,0
1P00338,2061834.019,3115852.999,3481206.344,5156156.332,3467579.783
1P00352,1076482.527,1275501.373,2506922.377,775293.0787,925387.2496
1P00367,1370685.612,1922708.153,1812706.374,1457214.333,633959.4159
1P00387,879170.9859,581042.0685,573122.0043,1209314.941,992571.6715
1P00390,337525.2726,0,506475.7678,641812.5381,201767.1317
1P00403,134103.7588,347723.4185,229511.3362,135794.7392,125457.7678
1P00441,1794325.428,273826.1364,633392.4051,1327253.81,1549712.519
1P00450,340557.7131,297638.7251,173638.3869,2043802.784,488479.7331
1P00488,1843926.684,1438257.993,1777170.465,2050867.18,1685364.558
1P00491,59861.95193,95036.07845,117362.2598,67625.75577,102268.6017
1P00492,51820.91199,57064.50228,147497.4601,108282.5716,90539.58868
1P00505,1108125.873,365908.9322,502781.5336,788471.8309,483703.3963
1P00558,3394755.038,3282895.14,3545433.513,2514072.304,3175602.009
1P00568,592723.7337,1753523.251,378537.1216,434228.9217,557762.077
1P00736,46376.04686,0,0,46342.43643,51497.87275
1P00738,673787.9679,928411.4658,934941.3095,957237.8105,677964.8558
1P00747,35646.39339,38714.08921,44169.54009,208411.856,185717.0106
1P00751,324696.5842,166324.7827,434372.566,303805.5592,442987.4164
1P00846,141228.3029,162393.2834,315313.2087,123249.3467,119051.9771
1P00915,1192121.091,727485.762,1951380.802,831357.5854,1245004.636
1P00918,205529.5672,291909.1703,661821.1317,115981.545,200962.5888
1P00966,273832.751,406463.0004,300311.2422,490573.5681,210851.3373
1P01008,113586.8758,78289.00908,38006.5447,163528.5827,154380.5749
1P01009,653552.9101,1224354.615,1522137.034,1326035.811,1200602.017
1P01011,250001.6022,391212.1367,1491289.24,152603.1292,1056395.345
1P01019,98678.31649,97970.72846,158673.9252,56421.38043,157079.3579
1P01023,2095089.407,2529947.796,2343682.228,2306281.628,2182755.367
1P01024,2952402.021,4041152.804,4152731.873,3694800.802,3240780.166
1P01031,43486.77371,0,0,40658.03381,176530.9641
1P01042,218752.811,231138.6243,414832.5045,381331.2131,323996.5439
1P01594,21599.09229,36213.58108,32470.81903,23847.20781,30984.0663
1P01602,0,0,130807.7723,0,0
1P01619,114342.1676,266848.1909,40083.37944,113893.8942,142974.3974
1P01700,43840.74631,85258.56994,77610.79883,35578.97683,51349.18508
1P01701,0,0,0,0,221116.897
1P01709,0,64850.17533,0,0,39641.55866
1P01780,402412.7336,0,0,91133.14178,0
1P01834,26837.66129,0,0,59769.66044,25773.88739
1P01859,178181.2384,130661.7979,194397.3581,170264.1187,164737.7914
1P01860,436096.4955,182274.3726,347642.4467,417798.1114,894672.0432
1P01861,214311.2441,134406.9703,291891.3884,161628.5038,356697.6473
1P01871,1674606.034,1408911.493,828727.3861,1473900.923,1335439.329
1P01876,982116.1377,118960.4633,956750.4184,1319824.015,820185.6308
1P01889,187053.0994,0,0,55177.80317,0
1P01892,603681.102,386488.7476,646584.7594,408468.237,970757.3572
1P01903,753476.8945,1270750.034,904890.4952,596052.3054,1122795.592
1P01911,99070.61733,0,882434.4264,0,0
1P02042,969896.1919,1296742.649,1012163.932,527661.6461,951244.6465
1P02144,176264.8263,893512.4216,205030.0019,258301.1063,311113.6738
1P02452,1849450.46,1129514.18,1262696.774,2233079.871,3312170.616
1P02511,100769.4603,311380.3402,0,112110.7433,0
1P02545,10725144.26,7797038.994,9167608.012,6219956.899,8616552.331
1P02647,1339233.906,2026678.611,990879.8923,2575094.068,2569852.514
1P02649,1415777.662,1637068.886,1695784.797,2999201.416,1778854.477
1P02652,134994.3268,74291.36363,95900.07134,162724.7032,108399.4221
1P02654,319544.8174,469944.604,0,226401.7053,87846.91608
1P02656,44450.6163,0,0,34479.12349,0
1P02671,1396049.89,1536079.66,1679376.396,1974133.225,2242841.481
1P02675,1846632.207,2693449.725,3064620.485,2406279.368,3943584.01
1P02679,1688922.76,1938918.601,1813362.71,2606883.849,2630447.832
1P02730,414350.8541,195289.3125,294451.099,171689.1779,340708.6307
1P02743,657171.5472,579961.372,694872.3393,504263.88,579484.7345
1P02746,224378.0444,228762.9552,140287.1399,75885.00885,47412.01704
1P02747,153808.985,66709.71863,60585.44202,0,0
1P02748,253913.3376,0,189099.7887,105041.4755,0
1P02749,181912.6056,203077.7804,25273.62557,129095.7432,145988.8872
1P02751,5408340.563,8712929.287,8280147.927,7090095.582,6978951.141
1P02753,74822.36706,71062.31699,0,150410.7305,55290.42675
1P02760,46611.65283,126460.1244,80064.55799,35575.32283,77683.19725
1P02763,275038.9634,51925.60405,821592.0757,181189.5722,369346.2833
1P02765,212259.5557,168066.94,348748.8417,0,0
1P02766,86036.76007,120031.8434,342232.3625,131312.5019,92838.13712
1P02774,254860.2707,319327.1861,260687.2979,247034.613,443109.6255
1P02786,0,36800.51108,0,0,0
1P02787,1327397.243,1700979.042,1758136.72,1544910.281,1715713.137
1P02788,87484.2149,72084.3205,149353.9535,250639.8909,32005.53022
1P02790,727041.6798,476084.0781,853733.7891,605455.2598,831479.7833
1P02792,979094.9703,1203299.666,1357209.164,2180584.103,1736794.197
1P02794,192295.0503,321842.6004,429253.1449,304658.1587,457153.4815
1P03891,56748.34583,0,0,0,44165.3301
1P03915,49886.46301,0,0,0,0
1P04003,146199.7014,714135.4336,496274.4306,477114.6761,272444.6955
1P04040,416797.0978,666454.3582,611536.415,383913.3716,503440.1569
1P04066,44366.0687,0,208058.5239,0,331196.6934
1P04075,2937859.834,1999754.361,2950042.965,1723956.174,641230.854
1P04080,539853.3042,550177.0035,409956.8654,170069.2388,941325.3457
1P04083,4132799.178,4236237.157,3866663.123,3072524.972,3117858.236
1P04114,2415693.887,2929898.668,2125684.901,2774602.349,3046875.149
1P04179,469983.1716,1122340.591,1139305.599,776121.3182,642503.8649
1P04181,0,429418.4849,0,0,268900.6332
1P04196,177493.5846,195121.6182,240247.1185,112079.0753,309932.3197
1P04216,110618.6915,474146.2775,148369.4494,185452.5697,158128.3189
1P04217,138849.6972,126450.808,231114.6713,147974.732,182071.1074
1P04233,221537.2452,216204.5165,194162.9524,140289.1565,362166.502
1P04275,179398.7238,316029.1984,255033.4318,177742.6343,199058.1646
1P04406,2967846.048,1367174.249,2129154.106,2101048.75,2609366.772
1P04632,240836.6429,476466.0485,489204.7538,1030865.867,897839.2942
1P04792,1402475.507,1593002.554,1055294.586,2245016.264,1541361.568
1P04839,158566.1964,298300.1859,336916.0406,151446.0299,153891.7387
1P04843,1759830.009,1214013.468,1238974.915,1388519.174,1390026.035
1P04844,120711.4198,579029.7371,422830.4279,145806.6933,396558.1638
1P04899,1140265.233,870724.6314,1029697.481,760920.6873,1324236.833
1P05023,293267.4249,280384.8463,244672.6986,310882.135,288484.6325
1P05090,77491.81646,89658.68168,55404.13781,57686.88168,223499.9734
1P05091,1327397.243,1335871.316,1054169.439,1475727.922,1419254.365
1P05107,558126.8578,518007.6497,541927.2901,0,362135.9497
1P05109,132153.5276,73655.05698,180567.4202,94782.26761,132596.8128
1P05141,2193728.267,390317.7672,238812.5554,2260606.655,194241.0914
1P05155,119640.4836,203841.7211,209530.5919,138462.1576,233572.0354
1P05156,30253.38413,0,0,0,0
1P05164,81784.57969,340736.1566,183699.0807,242308.7758,301530.448
1P05198,39152.30034,150496.3054,0,86770.26838,108277.213
1P05362,31377.30349,0,0,22229.70477,0
1P05387,349429.574,410580.8267,495843.124,245390.314,844352.4693
1P05388,1378238.53,375970.5894,598775.3672,941415.9999,748907.2059
1P05413,984945.6638,709766.0658,836125.2309,249909.0913,960736.2156
1P05452,162759.7571,0,0,0,0
1P05455,57995.14103,96004.97877,68194.25194,153492.2687,0
1P05546,372753.4373,155620.2975,0,226170.2854,345790.4901
1P05556,836953.5534,1003743.466,384997.3435,820968.0516,586022.9184
1P06280,33318.51628,0,0,0,0
1P06312,194177.6434,119538.0769,122444.1759,349821.5719,241678.5687
1P06454,12473.58853,10884.2908,16073.66956,12427.24661,0
1P06576,608607.4085,1025636.886,895467.3849,922232.5113,842081.4179
1P06703,953753.2378,1315189.02,1570049.564,1303015.625,896474.6266
1P06727,0,57988.68412,0,0,35477.28548
1P06730,115244.0086,0,114258.7279,183905.7106,138167.5084
1P06732,177978.3242,171281.0805,125782.1135,153626.2486,226504.279
1P06733,4093456.364,2496874.756,2080397.715,4647154.435,4371824.868
1P06737,160031.688,72675.90868,96837.69425,262685.9037,90786.04358
1P06744,1521180.331,2028635.044,1074609.618,1604592.245,1325458.923
1P06748,1575065.332,739718.1285,1078360.11,669424.5817,479487.1843
1P06753,1586676.535,2706213.123,831333.9778,2015910.601,1261095.494
1P06756,516664.7171,316178.26,439867.0362,463960.284,351625.9719
1P06865,841135.8411,195447.6904,525547.0178,266534.7814,400866.0326
1P07099,1033769.082,869988.6398,928546.7212,1470855.925,987469.4439
1P07195,785582.4346,1101099.315,812937.8163,1054799.552,1315987.722
1P07203,523563.8009,310476.6543,438863.7797,486200.9507,543932.0868
1P07237,2860639.698,2468925.708,3565779.93,3334516.616,3733791.818
1P07305,1036643.7,633148.4097,175279.227,580376.6547,540245.4473
1P07327,105028.4045,0,0,0,0
1P07339,1497281.544,1535893.333,790903.6779,1044617.078,1592791.207
1P07355,8992707.675,10433379.5,5535350.617,5177958.519,6855825.529
1P07358,57829.42775,48033.23334,0,0,0
1P07384,742350.431,856880.5364,704989.2905,624553.4884,661456.4508
1P07437,775560.7263,3187495.724,3698828.622,692834.5278,2858265.858
1P07451,126393.0182,159887.1854,276833.1645,58964.56292,169239.1578
1P07585,3135363.017,2731833.084,2704760.811,4614633.854,4509310.043
1P07602,870614.7692,660352.1495,556591.7124,791894.4089,778909.5262
1P07686,773328.6698,392991.5594,519799.3894,589292.4094,652351.877
1P07737,1204295.945,0,966126.6475,0,655121.9487
1P07741,0,144999.6594,0,0,0
1P07814,51303.4807,267025.2015,0,0,214100.0611
1P07858,840944.1999,864193.8705,457578.733,264573.8026,610912.827
1P07900,2264748.247,2012890.414,3446795.583,2899934.475,996675.8586
1P07910,259346.9297,828288.6606,580688.6212,580924.7544,863875.3641
1P07942,118671.0045,0,80030.80357,138644.8575,0
1P07948,102035.4197,0,0,108040.1897,113257.2316
1P07951,1240933.236,443178.7327,1513229.616,46773.60817,1166892.689
1P07954,0,487394.1261,190403.0845,231358.9624,460290.1803
1P08123,2119664.574,2134468.771,1105363.65,2694092.597,1434632.336
1P08133,2853312.239,3137932.746,3818281.78,3388595.784,3193322.321
1P08174,57782.08109,101250.0834,89280.45358,131884.9615,63121.98965
1P08236,53033.88815,112970.0507,99481.79086,404704.6192,231555.5862
1P08237,73248.65449,0,154445.2459,0,0
1P08238,992509.8554,1256496.02,1494383.396,1475606.122,3294755.827
1P08254,42340.30832,107277.7613,36278.50567,159326.4852,0
1P08294,179872.1903,147207.6341,98525.41549,0,122219.2281
1P08311,207310.7032,47446.30334,56296.75482,385825.6304,230302.9435
1P08559,115187.6436,206357.1354,90889.4145,120845.0161,157252.4874
1P08571,107879.3494,186951.1799,0,168960.8595,137943.4584
1P08572,285060.6716,286449.7896,236243.4687,190348.9268,302671.0657
1P08575,591754.2546,257634.3215,323611.1715,171262.8781,464750.8104
1P08590,363599.751,328615.5862,124319.4218,129047.0232,189994.3271
1P08603,207276.8841,72810.99574,146812.9954,103824.6942,41724.20445
1P08648,34864.04631,119966.629,161599.3087,0,0
1P08670,18547487.76,12755013.73,11509321.23,16217660.35,14011266.9
1P08708,0,73587.97927,52348.42474,86261.14468,46975.11971
1P08758,3910720.829,3601514.284,5842890.932,5322291.433,4157347.996
1P08865,934453.8401,527361.2643,636945.9959,640509.2789,539807.5316
1P08962,274542.9508,1198455.164,195700.654,327312.9453,217470.9939
1P09211,678748.0934,1294320.398,1540514.443,1037857.183,981674.6984
1P09382,779438.6427,2002362.939,2235480.544,1501549.507,1667746.088
1P09429,46727.76486,0,735349.5204,112717.3069,86126.82378
1P09467,171146.8785,0,0,129266.2631,174524.699
1P09493,292038.6665,500092.3101,45920.08207,230177.5031,218407.9299
1P09525,2259449.931,2058074.707,2523143.253,1638574.425,2419229.867
1P09543,172037.4465,106811.9439,0,0,172518.4338
1P09601,67109.37178,118168.5736,168303.3125,82510.92491,71883.3597
1P09622,349801.5834,790119.5778,621831.5146,443193.3963,562487.4933
1P09651,746476.3536,0,0,955398.6316,623866.9857
1P09661,175746.2677,87750.69336,66064.91031,52847.77056,19007.57998
1P09871,115909.1164,24404.1768,56960.59184,0,0
1P09874,139548.624,197851.3085,228339.3075,0,150388.4128
1P09917,36498.63315,154418.4884,51694.90157,0,65300.36586
1P09960,1255926.343,1482137.998,1203157.719,866070.5647,1606743.406
1P09972,49408.48727,62261.16188,42204.28247,54325.20368,145713.9168
1P0C0L5,778491.7096,823500.0571,938560.5339,657719.6087,1036027.171
1P0DMV9,1593440.342,975142.2735,2317241.262,1846608.701,2159841.171
1P0DOX2,68866.83446,667702.749,35343.69563,206791.917,0
1P0DOX5,1105916.363,782396.3243,1243287.98,919114.4332,496484.4255
1P0DOX7,371998.1454,285713.7981,583867.1629,874937.5994,575869.3836
1P0DOX8,588890.9094,628806.991,532260.3979,607245.7187,479456.632
1P0DOY3,135670.7076,235135.3381,24290.99675,304901.7586,0
1P0DP01,79039.6011,62872.31439,32157.65298,82515.79691,111546.3049
1P0DP02,87124.6058,99312.28275,106242.052,89532.69073,0
1P0DP03,36543.7252,35464.5466,31678.52767,34304.94959,125478.136
1P0DP08,42525.18573,91474.43814,16035.22702,95135.4874,112982.2612
1P0DP25,57522.8018,104967.3067,41798.29175,47093.94198,50410.21225
1P0DPI2,133810.6605,98678.771,254452.1056,253587.4491,141894.8842
1P10155,115007.2754,104166.1007,177820.1851,0,232594.3631
1P10253,261387.345,247712.4096,322645.4199,341307.7569,121628.5511
1P10301,157438.8951,224514.7,0,133638.8805,175675.5008
1P10316,110751.7131,191283.2823,0,145843.2332,149064.4815
1P10412,1987093.945,0,2544521.056,0,0
1P10515,81116.09004,0,0,81799.61333,87576.01936
1P10599,190513.9143,977191.8703,1294388.429,489574.8087,472633.2937
1P10606,66005.74384,0,44769.61875,45917.35468,81467.60398
1P10619,0,85757.92626,0,83685.07621,0
1P10620,86902.52745,44144.58917,23814.68432,60178.9082,54587.72474
1P10768,245503.6701,510573.203,339766.4143,125734.0652,338814.3905
1P10809,1603022.403,1974041.237,1423967.915,2011891.203,1898008.295
1P10909,835397.8776,626105.2497,562620.6277,471463.1595,538941.8842
1P10916,88995.9259,115038.2802,179592.2924,279445.5737,222746.3509
1P11021,2039062.533,2678357.239,3518336.211,2482769.723,3291802.442
1P11047,389674.2293,371154.0368,97625.29749,280992.4328,238002.1132
1P11055,84477.70242,117218.306,188218.4232,0,88141.23619
1P11117,31236.39083,34974.50663,89587.05628,31697.21314,0
1P11142,3332189.818,3024739.103,2249544.888,3131476.137,2697051.761
1P11177,180796.5774,250432.7835,98028.47534,75765.64492,86924.23779
1P11215,158611.2884,108106.9164,72295.41455,61242.22156,386618.4949
1P11216,353296.2174,375830.8441,0,315023.3326,165603.4387
1P11217,39296.5949,0,323076.7264,340942.3572,432640.384
1P11234,52457.8372,0,0,48576.2471,82742.65167
1P11279,49450.19742,231054.7772,373183.2948,634930.8422,207663.7181
1P11310,101335.3656,176852.2574,75316.43557,80154.09631,62324.57564
1P11413,220195.7567,298970.963,310962.6384,118272.6016,191257.1539
1P11586,27654.95471,59047.95303,53404.18814,53030.47045,54774.09353
1P11766,467480.5628,145409.5787,308909.2443,283659.8512,572946.5507
1P11940,179387.4508,464215.0492,841310.2856,0,541823.9808
1P12004,69288.44513,0,0,130764.4022,0
1P12109,4835896.979,6560945.779,4879858.44,5290501.652,6715081.447
1P12110,2930645.106,3925536.91,3392319.692,5013285.017,3037403.949
1P12111,19511330.35,15577867.54,16123363.58,15728024.64,12566144.95
1P12235,382966.7868,203208.2093,185939.9995,196061.3434,210841.1532
1P12236,57550.98433,1886840.209,1603335.178,325863.5261,1595948.274
1P12814,1043091.863,390494.7778,462294.9763,1890334.875,1314358.269
1P12883,2881720.231,2963996.506,2592808.636,1829434.912,2627494.447
1P12955,124048.2315,175408.2232,0,124723.1258,81526.67168
1P12956,2119777.304,1228733.299,958906.9511,1152446.554,980727.5783
1P13010,849962.61,888546.8074,1435688.201,929138.5672,1077781.927
1P13073,851631.0159,413562.0585,367773.2106,818897.4528,521995.5634
1P13284,1201815.882,61834.47308,405137.4836,125782.7852,0
1P13473,28580.46905,51505.4367,47774.70018,33680.11596,41392.20321
1P13489,1061816.337,749043.7941,1057169.832,1217816.575,1612344.654
1P13498,102581.0335,54049.73167,0,188789.8877,503175.3706
1P13533,51953.93354,0,0,0,0
1P13611,1076820.717,667218.2989,1325236.222,656440.7094,1983758.307
1P13639,1685879.046,3153863.703,2534019.679,1852211.498,2053722.985
1P13667,1548122.831,2048013.05,1367804.303,1965363.631,2958273.592
1P13693,40315.67525,50750.81241,90996.30351,520548.5303,99698.13812
1P13716,97850.87736,66010.06081,100044.3646,70337.02215,0
1P13796,1709777.833,1880970.909,1875152.06,1595091.851,1342771.871
1P13797,878956.7986,266251.9445,113752.4116,523447.3686,376149.2534
1P13798,0,31742.66508,0,207376.5566,0
1P13861,219733.5632,0,178757.808,203771.2788,184627.3133
1P13929,168779.5458,197534.5526,220060.0972,27612.04357,108195.7403
1P13942,131206.5946,165728.5364,206183.2781,132530.5011,0
1P13987,131443.3278,198820.2088,270832.3778,127280.9243,137637.9358
1P14174,158115.2758,1010730.728,478750.2583,138072.3979,33031.06778
1P14207,92648.38201,536416.7557,253917.6605,217047.4709,239967.642
1P14222,131251.6866,0,0,0,0
1P14314,427901.0153,677932.1005,638014.886,446859.5741,858467.6139
1P14406,193377.2595,136335.4546,163952.7422,431196.1035,188986.1025
1P14550,1187273.695,229144.9256,606632.6472,1034288.445,753041.9452
1P14618,5332022.267,7418143.071,4583475.838,4722548.59,5778450.965
1P14625,3789986.863,5826351.642,4177953.929,4740087.78,3797136.839
1P14649,42934.39609,35044.37925,932165.9456,36458.37231,127830.6601
1P14854,54833.06097,369458.4613,406309.5122,26010.37452,158148.6871
1P14866,243598.531,283179.7511,271207.427,287533.0889,265825.0389
1P14868,98751.59107,129329.56,232671.1254,164551.7021,310441.5241
1P14927,192621.9677,273006.2977,213656.1327,135758.1992,148382.1476
1P15088,24255.01408,391072.3915,540614.618,91995.48527,223530.5256
1P15090,761435.6414,487617.7185,739634.4571,792795.7283,1263437.834
1P15104,140935.2045,619183.2023,359372.1093,141068.6761,187988.062
1P15121,1023657.189,558645.565,568846.4439,465896.9028,151294.7965
1P15144,1155934.72,1565705.651,1562267.294,1925535.054,1410903.413
1P15311,218098.9763,0,64661.28881,83326.98442,432620.0159
1P15531,52629.187,91299.29078,934622.5177,590023.209,294330.2985
1P15586,37450.07542,0,65577.34639,97333.97609,0
1P15880,652076.1454,1198641.491,1430343.751,970428.7426,1253559.269
1P15954,257982.8952,73822.75127,378752.7749,159801.5049,293474.8352
1P16070,0,429735.2407,207702.2272,344145.6952,498531.4269
1P16152,379145.2355,526588.0073,554294.5363,402707.1004,907208.6543
1P16219,108015.7529,0,187937.1363,0,0
1P16284,249246.3103,194786.2296,262440.6528,115709.9312,86782.67898
1P16401,213679.9553,244880.2394,164674.7119,223746.4669,322906.8466
