Majority protein IDs,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8
P0DPI2,1270700000,1120200000,1025900000,919170000,1179600000,1045400000,1123300000,919240000
A0A0C4DH73,0,0,0,0,0,0,0,0
A0AVF1,0,0,0,0,0,9845100,0,0
A0AVT1,2950000000,2580700000,2507500000,2346300000,2892000000,2865100000,2563400000,2709600000
A0FGR8,298700000,255950000,264330000,247710000,311070000,328160000,275130000,302320000
A0MZ66,1268800000,1609900000,1506300000,1684700000,1354500000,1416800000,1543200000,1585000000
A1A4S6,0,0,0,0,0,0,0,0
A1L0T0,853050000,704450000,635660000,683150000,882770000,848390000,689980000,738680000
A1X283,245010000,255610000,261540000,233720000,281810000,267510000,234570000,243670000
A1XBS5,0,0,0,0,0,0,12852000,0
A2RRP1,184120000,98367000,110390000,79000000,92675000,122750000,97865000,61664000
A3KMH1,102370000,56386000,65665000,83018000,81648000,129410000,77351000,0
A3KN83,0,64342000,0,0,0,0,0,0
A4D1E9,98958000,86069000,84380000,84092000,103680000,98239000,103650000,111770000
A5D8V6,0,0,0,0,0,0,0,0
A5PLL7,82686000,58672000,33511000,47831000,80589000,0,58378000,63239000
A5PLN9,0,0,0,32168000,0,0,0,0
A5YKK6,788140000,489940000,608420000,564120000,736600000,783120000,734130000,746800000
Q9GZQ8,250400000,213710000,214520000,213640000,321940000,237090000,239910000,241010000
A6ND36,0,0,0,0,0,0,0,21305000
A6NDG6,739720000,647820000,679270000,768390000,802410000,696810000,690160000,709320000
A6NDU8,0,0,0,71631000,82113000,79564000,0,79409000
A6NED2,0,0,0,6648500,0,0,0,0
A6NFN3,0,0,0,0,0,0,0,34775000
A6NFQ7,0,0,0,0,0,0,0,0
A6NGY5,0,0,0,0,0,0,0,0
A6NHL2,0,0,0,0,0,0,0,0
A6NHQ2,0,0,0,0,0,0,180710000,0
A6NHR9,162200000,104840000,98542000,87149000,150330000,122510000,150000000,110480000
A6NHX0,0,13163000,0,0,0,25582000,0,0
A6NIH7,169380000,180860000,179750000,209390000,148400000,0,215360000,211520000
A6NIL9,0,0,0,0,0,0,0,0
A6NJ78,0,0,80036000,76252000,0,106160000,90699000,110140000
A6NKT7,0,0,0,0,0,0,0,0
A6QL63,0,0,0,0,0,0,0,0
Q9NQA3,0,0,0,8923600,0,0,0,0
A8MPP1,0,0,0,0,0,0,0,0
P62308,480600000,323420000,272230000,580870000,281530000,641500000,729990000,822110000
A8MXV4,139500000,0,138610000,0,143870000,0,0,139480000
B2RUZ4,0,0,0,0,0,0,12270000,0
Q13765,4553100000,3853200000,4149000000,3556600000,4983300000,4595500000,4165300000,4189300000
E9PRG8,0,0,0,0,133650000,47406000,150850000,33857000
L0R6Q1,0,0,0,0,0,0,0,0
O00115,0,0,0,0,0,0,0,0
O00116,1688000000,1518800000,1570200000,1604900000,1746900000,1811600000,1680500000,1589600000
O00139,114220000,131300000,0,78392000,94897000,103200000,94682000,78837000
O00148,695540000,484290000,579610000,587820000,680630000,712820000,716650000,720130000
O00151,697960000,622390000,619920000,803320000,597070000,600830000,592890000,618400000
O00154,4508800000,4138300000,4589400000,4653500000,4312600000,4317100000,4117300000,3755300000
O00159,1480100000,1250200000,1285600000,1305600000,1460200000,1341200000,1320200000,1359900000
O00161,138690000,142450000,139030000,183260000,0,0,151510000,126370000
O00165,0,0,0,0,0,0,0,0
O00170,764900000,696660000,713880000,794640000,854710000,851940000,731590000,726390000
O00178,297650000,289930000,185810000,204640000,299290000,324750000,289810000,295520000
O00180,0,0,0,0,0,29275000,0,0
O00186,91669000,78588000,78269000,77776000,89358000,91995000,73688000,77411000
O00192,0,18305000,0,0,0,0,23518000,0
O00193,0,0,0,0,0,0,0,0
O00203,1519000000,1303400000,1321100000,1419800000,1573400000,1431500000,1305800000,1286500000
O00204,0,0,0,0,0,0,33605000,28351000
O00217,110890000,85084000,97834000,85093000,124900000,115500000,118960000,108700000
O00231,4095800000,4022100000,4100200000,4276300000,4237300000,3799200000,3814900000,3946200000
O00232,3252800000,3249300000,3124800000,3226000000,3270300000,3602000000,3135500000,3327300000
O00233,435180000,456830000,415360000,437420000,586750000,602180000,656640000,630060000
O00244,0,348810000,430850000,451240000,0,526210000,325120000,417260000
O00264,1028300000,1367400000,1322400000,1432600000,1295500000,1053500000,1351500000,1274900000
O00267,589160000,607040000,597690000,570090000,529880000,519220000,519170000,600730000
O00273,845180000,860880000,816280000,907640000,957110000,848000000,896460000,892070000
O00291,16479000,13835000,8635400,0,0,0,12272000,15894000
O00299,12416000000,10923000000,11329000000,11781000000,11939000000,12773000000,11322000000,11554000000
O00303,2975200000,3179100000,3060900000,2870500000,3199300000,2768600000,2714800000,2656700000
O00308,0,0,0,0,0,0,0,0
O00330,108200000,76934000,85177000,81312000,115920000,71325000,83192000,100970000
O00391,0,0,0,0,0,0,0,0
O00399,0,0,0,68276000,95334000,0,81845000,31190000
O00401,131190000,103680000,111570000,95994000,96503000,0,0,105530000
O00408,0,0,0,0,0,0,0,0
O00410,7105700000,6288000000,6396300000,6541400000,7467100000,7567500000,7311700000,7074800000
O00411,400930000,264760000,294870000,257410000,361580000,335450000,364050000,367950000
O00422,343260000,278930000,286590000,268530000,346430000,337570000,340970000,306790000
O00423,0,0,0,0,0,0,0,0
O00425,2234400000,2401400000,2337400000,2280200000,2455300000,2745700000,2376300000,2299900000
O00429,1306500000,1160800000,966590000,997660000,1172600000,1210400000,1110000000,1193700000
O00442,455210000,376530000,385280000,384730000,489010000,430230000,418970000,379190000
O00443,0,0,0,0,81866000,0,67371000,67385000
O00459,0,0,0,0,0,0,34540000,25567000
O00468,0,0,0,0,13376000,0,0,0
O00469,53307000,55752000,46991000,56007000,91959000,69843000,53935000,40055000
O00471,54585000,42574000,46796000,37844000,0,41844000,48102000,55347000
O00483,0,0,458030000,0,0,0,0,0
O00487,1514200000,1355100000,1278000000,1118100000,1341900000,1197500000,1161100000,1299000000
O00499,129860000,99184000,103160000,116150000,191640000,182320000,156630000,151050000
O00505,1278900000,963680000,1179800000,1105500000,1236800000,1362000000,1301500000,1210200000
O00515,241540000,281240000,236130000,209570000,245430000,231570000,198790000,228730000
O00541,757850000,668510000,618260000,719450000,507440000,628920000,656800000,660110000
O00560,258360000,288760000,249790000,228420000,289440000,217690000,219020000,292430000
O00566,109140000,0,64441000,96765000,90783000,138450000,134240000,105870000
O00567,718490000,791730000,773040000,690320000,1024100000,978840000,893720000,972430000
O00571,4877900000,4309200000,4477600000,4590900000,4339800000,4570800000,4267100000,4230800000
O00584,0,0,0,0,0,0,0,0
O00592,0,39533000,0,0,0,0,0,0
O00625,1128400000,786160000,949260000,779040000,908540000,1098700000,969220000,949640000
O00629,506220000,385950000,362400000,375140000,635950000,479530000,433800000,411000000
O00712,0,0,0,0,0,0,0,0
O00743,345440000,315900000,294830000,344550000,363570000,338560000,317690000,385900000
O00754,0,0,54209000,42132000,0,55504000,55792000,0
O00762,0,0,0,0,136570000,0,0,0
O00764,912220000,803140000,765860000,769340000,836970000,717980000,810520000,911460000
O00767,475410000,368570000,276540000,337710000,390520000,387540000,359640000,536210000
O14493,0,0,0,0,0,111630000,118460000,142570000
O14494,0,0,0,0,0,0,0,0
O14497,0,0,0,0,0,59300000,0,0
O14519,0,0,0,0,0,0,0,0
O14521,103860000,157790000,0,67880000,93800000,97781000,65310000,106540000
O14523,0,0,0,0,26105000,0,33845000,0
O14530,0,0,0,0,0,0,0,0
O14545,0,0,0,0,75993000,91254000,93987000,86332000
O14548,0,0,0,0,0,0,0,0
O14561,424340000,276180000,393160000,387180000,464340000,432340000,421590000,395650000
O14562,0,0,0,154620000,130160000,104560000,128050000,0
O14578,0,0,0,0,0,0,0,0
O14579,1305200000,1267900000,1213600000,1147100000,1206500000,1282500000,1208400000,1173700000
O14617,1729400000,1333100000,1548400000,1563300000,1724000000,1695100000,1580500000,1687900000
O14618,231850000,191800000,161790000,214550000,174890000,0,210140000,191900000
O14640,81482000,0,82958000,102940000,133990000,0,72793000,0
O14641,0,0,0,0,0,0,0,0
O14647,0,0,0,0,0,0,0,47362000
O14653,0,0,0,0,0,0,0,31771000
O14656,0,0,0,0,0,0,0,0
O14657,0,0,0,0,0,0,52990000,47322000
O14662,0,0,0,0,0,0,0,29217000
O14672,340810000,379120000,303780000,331750000,381070000,421690000,374630000,369870000
O14681,0,105650000,97653000,83440000,66580000,49011000,37864000,45264000
O14684,0,0,7793600,0,0,0,0,0
O14727,18060000,15807000,16071000,14141000,17599000,18749000,17932000,0
O14730,0,0,0,0,0,0,41423000,116130000
O14732,0,0,0,0,0,0,0,0
O14733,0,0,0,0,60884000,0,0,0
O14734,0,0,0,0,0,0,0,10277000
O14735,165350000,137610000,138660000,128280000,217380000,154580000,165550000,147590000
O14737,634840000,473060000,510610000,528420000,765910000,754430000,632780000,789540000
O14744,2006500000,1733100000,1604600000,1592000000,1574300000,1648800000,1785600000,1782100000
O14745,1110500000,1351200000,1265000000,1301900000,858960000,1280300000,1303900000,1292700000
O14763,0,0,0,58091000,0,0,0,0
O14773,374750000,336050000,391360000,335130000,377350000,389520000,391050000,417060000
O14776,663720000,574660000,621160000,611340000,597430000,518570000,573980000,640000000
O14787,471070000,333690000,365900000,358400000,474630000,427920000,425090000,419690000
O14802,36419000,0,27726000,24576000,34850000,41934000,35214000,38338000
O14818,4461700000,4135600000,4468800000,4422800000,3817000000,4468900000,4435600000,4303000000
O14828,58260000,162350000,303070000,208640000,189050000,194140000,197390000,164210000
O14874,0,0,28209000,30708000,44519000,44003000,0,0
O14880,287080000,216710000,201870000,211940000,288250000,209370000,265700000,332190000
O14893,0,0,84603000,0,0,63682000,60906000,0
O14896,56437000,32452000,36153000,37442000,50228000,42493000,45918000,58014000
O14907,0,0,0,0,0,0,0,0
O14908,415330000,471000000,425160000,463820000,406920000,382290000,413900000,451870000
O14925,55342000,0,40997000,46542000,89946000,60490000,0,64865000
O14929,1770400000,1539100000,1516200000,1444600000,1330300000,1384500000,1474600000,1530200000
O14933,99029000,75036000,78089000,68733000,107080000,97720000,86446000,86664000
O14936,252810000,193020000,265290000,202790000,228100000,312430000,259670000,318530000
O14939,0,0,0,0,0,0,0,30620000
O14949,86194000,139410000,98556000,171800000,0,0,0,194220000
O14950,2586900000,2942000000,3021500000,3160100000,2839900000,2609700000,2792700000,2858200000
O14964,682370000,733660000,624790000,715680000,629700000,646680000,687110000,714340000
O14967,0,0,0,0,0,0,0,0
O14972,25199000,22991000,28122000,28322000,0,33380000,24684000,0
O14974,657480000,682640000,660610000,634480000,554700000,593440000,594170000,618220000
O14975,191640000,170190000,156360000,172040000,158260000,200750000,167570000,219570000
O14976,166760000,165750000,175330000,206760000,167340000,162970000,163560000,245530000
O14979,553610000,592750000,613730000,640700000,466890000,497750000,599990000,565200000
O14980,6862500000,5877400000,5835600000,5810800000,6626200000,6533300000,5999100000,6360500000
O14981,222740000,188640000,166840000,154590000,284430000,258950000,233060000,245580000
O14983,0,0,0,0,0,0,0,0
O15013,53152000,42130000,33785000,32566000,50829000,46142000,39261000,48094000
O15016,79652000,0,0,0,0,0,0,0
O15027,0,0,82832000,86966000,91111000,69643000,87685000,105350000
O15031,279400000,180730000,240290000,211210000,255420000,265160000,246510000,234180000
O15042,945280000,900330000,912950000,946660000,837410000,871080000,856810000,983490000
O15066,169370000,41744000,130950000,150620000,266930000,203250000,152640000,275020000
O15067,1658700000,1362800000,1554500000,1459500000,1580700000,1693500000,1446900000,1696600000
O15078,0,11795000,0,0,0,28615000,44506000,86728000
O15084,0,0,0,0,0,0,0,0
O15091,233980000,132800000,147430000,166980000,174350000,189960000,161180000,138270000
O15111,268870000,179260000,242090000,238540000,232080000,236570000,210950000,251030000
O15116,0,0,0,0,0,0,0,0
O15118,0,0,0,0,0,0,0,0
O15120,121500000,88884000,76161000,78240000,80845000,124980000,108490000,119770000
O15126,140210000,169750000,177200000,160960000,151480000,160670000,142130000,161050000
O15127,180030000,161690000,163740000,145160000,151190000,149620000,149340000,134290000
O15143,1030600000,1014600000,1349600000,1289600000,1320500000,1371900000,1340100000,1203700000
O15144,1098700000,1225000000,1193100000,1438400000,1338900000,1349100000,1196900000,1325200000
O15145,725750000,625880000,1040500000,450390000,602050000,702370000,460180000,471640000
O15151,0,0,0,0,0,10269000,0,0
O15155,0,0,0,0,84526000,0,0,0
O15160,670340000,589450000,574760000,643910000,758420000,729110000,694070000,670130000
O15173,451140000,392550000,389230000,327260000,363250000,324980000,274440000,287580000
O15212,1040300000,867890000,1007300000,983320000,1137900000,1045800000,1024800000,1039600000
O15226,0,0,0,0,0,109560000,0,0
O15228,76537000,62301000,63469000,46856000,70032000,0,0,103460000
O15231,60828000,46763000,54281000,62573000,0,79519000,0,58234000
O15235,59505000,0,0,0,96871000,170750000,0,0
O15239,0,0,0,0,0,0,0,0
O15254,252070000,252800000,330310000,331040000,515230000,491860000,224910000,390950000
O15258,263150000,433020000,298520000,230970000,0,0,0,134110000
O15260,1065900000,848340000,988330000,839550000,925340000,1092900000,1063700000,1089200000
O15264,0,0,0,0,0,0,0,0
O15269,764320000,831570000,601930000,584340000,607910000,659560000,612830000,661030000
O15270,458390000,438150000,438390000,377740000,409500000,486080000,437650000,445140000
O15294,83621000,0,99655000,66848000,60653000,81722000,81184000,38734000
O15305,329510000,447060000,471340000,470790000,420000000,421780000,430990000,448650000
O15344,0,0,0,0,0,0,0,0
O15347,1099800000,1201900000,1529300000,1422700000,1305500000,1166200000,1217700000,1017800000
O15355,2472500000,3291300000,2843300000,2866800000,2643000000,3425500000,3418500000,3479700000
O15357,0,0,0,0,0,0,0,0
O15371,2341600000,2299800000,2432700000,2574200000,2247900000,2538500000,2301800000,2405600000
O15372,1941600000,1808300000,1840000000,1939900000,2033500000,1814600000,1745100000,1833600000
O15382,630860000,492580000,527090000,599650000,568550000,605860000,596460000,589810000
O15397,97247000,82370000,72684000,70091000,87392000,93694000,104840000,100870000
O15400,165160000,236090000,188920000,190630000,191210000,215250000,176130000,161500000
O94900,0,0,0,0,0,0,0,0
O15427,2034000000,2135200000,2073900000,2214000000,2191900000,2111800000,1891600000,1879800000
O15439,0,0,0,0,0,0,0,0
O15460,139240000,77705000,98181000,92314000,109610000,144540000,139690000,126020000
O15479,2739200000,2341400000,2418300000,2501900000,2801600000,2354100000,2170300000,2327400000
O15484,0,0,0,0,70804000,0,0,0
O15498,1219800000,1004900000,1118600000,1108900000,1399400000,1185600000,1044400000,1168800000
O15511,230890000,217480000,223690000,238820000,0,0,0,0
O15514,23737000,0,19390000,0,0,34696000,0,0
Q6A1A2,0,0,0,0,40517000,47325000,31369000,37822000
O15533,55940000,0,64119000,49225000,0,0,0,63120000
O15551,0,0,0,0,0,0,0,124150000
O43143,8400400000,7210900000,7796700000,8075300000,8591000000,8080000000,7820700000,7521400000
O43148,443260000,581980000,627920000,710240000,500220000,559190000,501980000,569090000
O43149,0,0,0,0,0,12427000,0,0
O43156,90636000,74775000,65787000,52063000,87565000,82397000,94824000,101360000
O43159,0,0,0,0,0,0,0,0
Q8NG27,0,0,0,0,0,0,0,0
O43169,6065000000,9606400000,10079000000,9088200000,7975300000,10003000000,8883800000,9166500000
O43172,351440000,457220000,500530000,417970000,453710000,411370000,435030000,410370000
O43175,3901400000,3555100000,3469400000,3759700000,3830000000,3432500000,3755100000,3571500000
O43237,446120000,603660000,585570000,545440000,491070000,617710000,558870000,563240000
O43242,2992200000,3321200000,3147400000,3551100000,3155200000,3063200000,3034300000,3096100000
O43252,3216500000,2883800000,3181300000,3054400000,2792300000,3207500000,3157200000,3205100000
O43264,191340000,98113000,122050000,118570000,155390000,123320000,121270000,131900000
O43278,682830000,776660000,725340000,816170000,675620000,725340000,721430000,759480000
O43286,0,0,0,0,0,0,0,0
O43290,303260000,294040000,243470000,264700000,254770000,421580000,403470000,321170000
O43291,188080000,319820000,169880000,238660000,109500000,118100000,132460000,122580000
O43292,132990000,60843000,160320000,163870000,164840000,163600000,161940000,138490000
O43301,419760000,207130000,273980000,296310000,330790000,359340000,362030000,0
O43314,0,0,30027000,0,0,0,0,0
O43318,57739000,0,102760000,57075000,53764000,54226000,54283000,0
O43324,381120000,570610000,333970000,379690000,353340000,348070000,328700000,399940000
O43353,0,0,0,0,0,0,22129000,0
O43390,4303400000,3823800000,4084100000,4191900000,4162100000,4326400000,3931900000,3894600000
O43395,165280000,183770000,174120000,154250000,183400000,174100000,150810000,164400000
O43396,1737800000,2459100000,2312200000,2350800000,1602100000,2210800000,2220100000,2298200000
O43399,2422100000,2569100000,2732100000,2886800000,2586400000,2432800000,2646800000,2850200000
O43402,142170000,182480000,197460000,212790000,147540000,185790000,196250000,175380000
O43414,174430000,137350000,148040000,160140000,123540000,175350000,169070000,121490000
O43422,23199000,17999000,23056000,20686000,30994000,23108000,24920000,29426000
O43432,18283000,10560000,0,12367000,0,18493000,0,17661000
O43447,448210000,849610000,283510000,458940000,213860000,418960000,331950000,399360000
O43464,249770000,319400000,230790000,213530000,235780000,191380000,201270000,235130000
O43488,1220600000,1246500000,1303500000,1201300000,1057300000,1194500000,1220800000,1308400000
O43491,1007400000,1133900000,1041000000,1166200000,1060800000,1139800000,1055200000,1106400000
O43493,0,0,0,0,0,0,20282000,0
O43502,0,0,0,0,18363000,23779000,25263000,18350000
O43513,0,0,0,15741000,0,0,0,0
O43524,0,0,0,0,0,0,8571900,0
O43583,0,263340000,351160000,264870000,300980000,446190000,319260000,249370000
O43592,198680000,136920000,183530000,187920000,265140000,295070000,219730000,229050000
O43598,504220000,545380000,516890000,579030000,558830000,486020000,470770000,502340000
O43615,1145100000,1235200000,1130300000,1110100000,1329800000,1245600000,1157900000,1076500000
O43617,377900000,308780000,322460000,324490000,371090000,331680000,313510000,340650000
O43633,165880000,0,168810000,183830000,173150000,202380000,164460000,209680000
O43657,0,0,0,0,0,0,0,0
O43660,181500000,166830000,121000000,123500000,209030000,196340000,197160000,216520000
O43665,245640000,649160000,449780000,427330000,285320000,475310000,438980000,516030000
O43670,160140000,216040000,204670000,242840000,0,183740000,190310000,228570000
O43674,0,0,0,0,0,53323000,0,0
O43676,90312000,95397000,90305000,100320000,131820000,115480000,107290000,139360000
O43678,66570000,76791000,78175000,87649000,0,64626000,0,0
O43681,1512500000,1292700000,1358800000,1355300000,1562500000,1460400000,1499000000,1464600000
O43684,1625600000,1714700000,1767900000,1751600000,1632000000,1699600000,1788900000,1770700000
O43707,16370000000,15727000000,16097000000,16544000000,15658000000,15669000000,15494000000,16240000000
O43708,267420000,190420000,168880000,145960000,216640000,181570000,181450000,187980000
O43709,0,39228000,0,0,0,0,0,0
O43719,265230000,283800000,197360000,263260000,225990000,275940000,236820000,248050000
O43731,27817000,24765000,18302000,21305000,23413000,0,20658000,31296000
O43741,0,0,0,0,0,0,0,0
O43747,1307900000,1139700000,1136800000,1169700000,1285700000,1185800000,1133700000,1181000000
O43752,0,0,0,0,0,0,0,0
O43760,360640000,361050000,313870000,347550000,484420000,465090000,342390000,546660000
O43765,1234800000,1383200000,1150200000,1318800000,1253800000,1285800000,1188500000,1369600000
O43768,107140000,0,105580000,117330000,0,107510000,0,111670000
O43776,4189500000,3983500000,4105200000,4389900000,3978900000,4178100000,3852500000,3841700000
O43795,653520000,674740000,740570000,736840000,865460000,751000000,768520000,601400000
O43805,0,0,0,0,0,0,0,0
O43809,1828600000,1742900000,1833600000,1805900000,1907600000,1644800000,1478100000,1473000000
O43813,943450000,736400000,890990000,864750000,850590000,868510000,939910000,1051200000
O43815,86295000,52056000,81137000,87726000,81962000,100540000,132260000,114370000
O43818,534560000,371210000,431250000,421780000,464030000,435370000,434690000,435680000
O43819,77717000,90950000,67409000,0,0,40297000,31533000,84114000
O43823,15881000,23688000,13949000,15064000,0,31264000,20209000,22642000
O43826,0,0,0,0,0,0,0,0
O43837,1363500000,1734900000,1648700000,1700000000,1672000000,1742300000,1565900000,1509300000
O43847,1501500000,1301000000,1341500000,1410700000,1580200000,1350300000,1342600000,1507400000
O43852,174700000,205060000,256680000,262560000,185830000,202230000,239560000,219530000
O43865,1664400000,1934300000,1880700000,1940600000,1952900000,1748100000,1802600000,2078100000
O43896,0,0,0,0,0,0,0,0
O43909,0,0,0,0,0,0,0,0
O43913,76423000,46253000,59351000,51250000,83334000,62051000,56403000,54303000
O43920,0,0,0,0,0,0,0,0
O43924,0,115490000,0,0,0,121540000,148620000,102720000
O60216,60237000,0,0,0,63582000,58448000,55257000,0
O60231,261420000,163550000,238680000,193320000,279440000,264400000,212150000,202880000
O60232,0,323710000,280160000,303640000,290920000,247130000,254660000,272080000
O60234,0,0,0,0,0,0,0,0
O60256,576870000,606880000,505480000,495440000,663630000,475720000,446800000,514370000
O60264,411330000,432620000,377230000,463230000,529840000,481190000,395000000,454150000
O60271,1222400000,1285300000,1432400000,1318300000,1552500000,1750900000,1592500000,1415400000
O60287,66475000,72445000,53509000,47703000,81808000,84466000,54781000,53975000
O60306,2342400000,1093600000,1427600000,1429200000,1893400000,1718500000,1405500000,1473600000
O60313,440810000,344020000,396730000,371730000,462550000,387560000,445930000,427630000
Q99755,0,0,0,0,0,0,7560300,0
O60333,53478000,42311000,53522000,36651000,45750000,0,44721000,44829000
O60341,429460000,265630000,351140000,362150000,337460000,326110000,295810000,324260000
O60343,132690000,0,146550000,123940000,137310000,0,168360000,185710000
O60361,501170000,572990000,529190000,560650000,531450000,0,570960000,0
O60427,0,0,0,0,0,0,0,0
O60437,49428000,57490000,118150000,88374000,34701000,0,101810000,0
O60443,0,0,0,0,0,0,69082000,0
O60488,1169100000,1064800000,1162600000,1129600000,1248600000,1208500000,950010000,1140700000
O60493,176110000,297700000,302620000,322390000,178400000,221070000,261280000,298990000
O60499,0,0,0,0,0,68921000,0,0
O60500,0,0,0,0,0,0,0,21230000
O60502,1506600000,1219200000,1325000000,1417000000,1383500000,1554100000,1453800000,1522500000
O60504,0,33583000,0,0,0,0,0,0
O60506,4242800000,3889600000,3933600000,3781800000,3645300000,4030300000,3932900000,4037000000
O60518,0,0,0,0,0,0,0,0
O60524,116560000,94969000,97802000,81765000,142620000,144440000,118430000,101540000
O60551,0,0,0,0,0,0,0,0
O60563,0,0,272150000,281760000,228990000,260810000,0,0
O60568,103830000,54685000,61868000,99902000,0,88231000,103360000,100910000
O60573,81078000,167520000,177580000,166970000,54628000,82892000,120730000,77263000
O60610,1920600000,1590100000,1663500000,1566000000,1775700000,1990500000,1922700000,1877300000
O60613,0,0,0,5243100,0,0,0,0
O60645,0,0,0,0,0,0,0,11325000
O60664,11464000000,10753000000,11008000000,11051000000,11170000000,11142000000,10625000000,10347000000
O60678,125270000,92642000,104150000,98179000,113230000,146680000,163140000,140350000
O60684,935190000,850800000,814750000,970600000,1009000000,1047000000,890670000,914970000
O60701,1939100000,1678100000,1668700000,1695900000,1768200000,1860800000,1747000000,1630900000
O60716,2668700000,2346800000,2382300000,2179000000,2585300000,2462900000,2306900000,2298800000
O60725,0,0,0,0,0,0,0,0
O60739,0,0,0,0,0,0,0,0
O60749,1437100000,1406300000,1438600000,1584800000,1533300000,1284200000,1260200000,1493500000
O60762,734310000,540970000,609510000,530580000,747440000,702760000,633030000,653790000
O60763,3355800000,3420100000,3409900000,3433000000,3667100000,4137200000,3636700000,3582600000
O60783,81845000,190860000,170990000,151380000,137320000,169130000,154900000,0
O60784,0,0,0,0,0,0,0,0
O60825,0,0,80306000,0,0,0,0,0
O60828,0,0,0,0,0,0,0,11335000
O60830,0,0,0,0,0,0,0,0
O60831,0,0,0,0,0,0,0,0
O60832,475780000,415500000,422070000,446290000,564220000,528060000,496430000,476340000
O60841,3321600000,3049700000,3013700000,3143900000,3343900000,3229500000,2966400000,3266800000
O60869,526960000,698430000,443970000,949690000,666430000,586780000,611130000,616510000
O60879,0,0,0,0,0,0,0,0
O60884,1689900000,1950100000,1536700000,1536000000,1396400000,1644000000,1623800000,1560100000
O60888,639760000,585360000,559980000,579170000,600180000,671210000,633070000,680600000
O60925,511120000,551080000,600390000,590210000,610460000,466150000,522930000,558470000
O60927,0,0,0,0,0,0,0,0
O60936,0,82386000,78383000,104370000,88807000,103160000,96690000,88521000
O60942,475900000,276230000,372180000,368700000,376240000,427250000,361410000,461990000
O75027,60797000,86583000,67005000,71781000,132380000,102410000,78914000,75489000
O75044,62378000,41255000,51953000,62074000,45237000,64005000,60894000,68290000
O75054,0,0,0,9158400,0,0,0,0
O75063,0,0,0,0,0,0,0,0
O75083,8212300000,8637200000,8920200000,9092600000,7709400000,7716000000,7287900000,7531700000
O75093,0,200520000,206280000,0,206340000,260220000,261340000,240140000
O75113,0,0,0,0,0,0,38467000,0
O75116,655000000,652050000,816410000,808240000,864930000,981960000,953320000,818880000
O75122,0,0,0,0,134020000,0,0,0
O75127,0,0,0,0,0,0,0,18967000
O75131,2961200000,3133200000,3111300000,3149300000,2851300000,2697100000,2791000000,2976000000
O75146,204610000,134950000,184500000,153090000,177650000,132750000,157210000,129880000
O75150,0,116450000,142010000,118030000,138760000,167310000,0,128880000
O75152,0,279420000,0,0,0,0,0,0
O75153,1925100000,1554500000,1633100000,1797400000,1777700000,1762700000,1684300000,1759200000
O75157,0,0,0,0,0,0,0,56352000
O75165,36284000,29411000,28761000,22126000,0,0,25962000,30031000
O75170,135710000,123810000,138060000,161630000,0,177520000,132850000,142570000
O75175,110040000,134030000,0,0,0,0,0,0
O75179,0,0,0,0,0,80634000,0,0
O75190,68381000,116810000,99213000,0,0,38465000,52763000,92921000
O75208,153090000,186090000,227820000,180860000,119080000,148340000,160530000,199590000
O75223,685870000,725430000,804490000,582860000,584320000,736350000,745500000,728730000
O75251,0,0,0,0,106710000,0,0,0
O75306,391360000,373510000,450930000,451320000,503940000,391570000,488490000,470340000
O75312,138620000,171070000,191310000,201110000,140070000,153160000,211150000,127070000
O75317,0,0,0,0,0,0,0,4107800
O75319,0,0,0,0,0,0,3998100,0
O75323,1324800000,947940000,1073500000,1103200000,1241700000,1153900000,1236700000,1201300000
O75340,402530000,303380000,329190000,309900000,442220000,339670000,301650000,372860000
O75347,1887800000,3635600000,3407700000,2618000000,1617800000,2678400000,2759500000,2767800000
O75348,232380000,225360000,197400000,227810000,259430000,326350000,318840000,352480000
O75351,1199200000,1053100000,1140600000,1081500000,1276300000,1066400000,1063800000,1113000000
O75352,158510000,91318000,87194000,112190000,154890000,143460000,134830000,108730000
O75365,0,2152700,0,0,0,0,0,0
O75367,1047500000,1067100000,894330000,961870000,1083700000,1087400000,1083400000,967140000
O75368,255770000,282980000,249520000,315890000,497010000,440010000,464920000,525840000
O75369,7484800000,7742300000,8018700000,8070500000,7219700000,7566900000,7184200000,7178900000
O75381,200850000,217730000,215400000,181260000,188520000,170370000,172890000,154890000
O75382,0,0,0,0,0,0,0,6390100
O75390,7780400000,6646700000,6810500000,6641700000,8264700000,7306400000,7335400000,7765000000
O75391,38448000,96727000,0,0,0,0,0,40872000
O75394,73999000,80242000,78234000,78422000,86078000,80541000,0,75799000
O75396,1006400000,1200200000,1094400000,877200000,1021300000,927350000,867380000,808670000
O75400,669750000,438250000,601540000,571620000,649060000,595770000,460560000,598420000
O75410,30110000,0,23857000,16088000,0,0,0,0
O75431,99570000,124120000,90317000,87885000,80829000,78335000,109880000,116110000
O75436,824510000,667210000,675420000,739940000,837620000,803420000,637270000,647770000
O75438,142350000,127920000,129170000,148420000,156280000,112360000,116150000,125300000
O75439,1349000000,1358100000,1354600000,1321500000,1313000000,1369100000,1224500000,1401700000
O75448,0,0,16179000,0,21416000,17908000,16089000,21875000
O75475,479900000,402920000,359780000,304070000,478380000,495170000,428260000,457590000
O75477,480190000,306180000,379750000,425030000,456700000,401930000,365070000,432410000
O75489,341900000,249760000,274640000,274970000,298110000,279470000,323590000,300500000
