Majority protein IDs,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8
P84243,0,687650000,0,0,1173700000,838570000,0,0
P85037,178370000,186630000,0,171400000,146360000,188210000,123270000,178890000
P85298,99620000,0,70987000,0,0,0,68071000,66186000
P86397,0,0,0,19699000,0,0,0,0
P86791,0,0,171620000,0,0,0,0,0
P98170,0,0,0,0,27090000,23213000,0,0
P98171,0,30688000,25998000,28407000,0,0,0,0
P98175,0,0,130750000,161550000,99029000,128000000,111970000,121730000
P98179,92284000,167000000,157250000,0,0,0,144110000,61879000
P98194,0,22085000,0,0,0,0,0,0
P98196,0,0,0,0,0,0,11292000,0
P99999,11923000000,10140000000,8052200000,6686100000,9534200000,8816600000,7745100000,7960400000
Q00059,383740000,387640000,342840000,414790000,308950000,331540000,274300000,373770000
Q00169,429110000,493860000,443700000,390410000,466670000,528770000,406370000,428450000
Q00325,7906100000,7434100000,7497900000,7159600000,8184200000,5954600000,6057900000,7734500000
Q00341,1341900000,1537700000,1583600000,1468700000,1392100000,1514700000,1461000000,1426800000
Q00403,381220000,349030000,370280000,404150000,318010000,313390000,273980000,293330000
Q00535,256870000,169410000,197080000,179950000,249960000,220440000,217780000,190690000
Q00577,0,56150000,63131000,66432000,0,0,0,0
Q00610,36867000000,33608000000,33368000000,32604000000,34275000000,34734000000,33199000000,35830000000
Q00613,0,0,69782000,61438000,78217000,89411000,87134000,94809000
Q00653,1770600000,1830500000,1570600000,1547400000,2091300000,1707200000,1740400000,1786800000
Q00688,888780000,947370000,1159600000,1097000000,1125400000,1011800000,882010000,882760000
Q00765,456690000,531480000,569420000,633290000,387430000,446780000,551120000,689760000
Q00796,3958400000,4033300000,3786100000,3834500000,3850200000,4179000000,3581800000,3291600000
Q00839,9685100000,9211200000,9807000000,9271500000,8982900000,9585400000,9346300000,8921800000
Q01082,1420400000,1510000000,1469900000,1356100000,1346100000,1394000000,1436500000,1569400000
Q01085,344890000,422270000,346550000,303870000,359510000,349040000,365580000,334170000
Q01105,9653600000,11482000000,10430000000,11744000000,8657600000,11535000000,12252000000,11857000000
Q01130,1201000000,508120000,663140000,1785300000,1957600000,807890000,1736200000,1682400000
Q01415,0,0,0,0,0,0,0,0
Q01432,0,10318000,0,0,0,0,0,0
Q01433,336210000,425120000,401980000,430660000,376080000,404330000,380860000,368090000
Q01469,14302000000,15742000000,13962000000,14029000000,13232000000,16292000000,14607000000,13843000000
Q01518,7934200000,8130800000,7235900000,7262200000,8710700000,7927500000,7873100000,8525500000
Q01581,913020000,960870000,967340000,1043500000,1007600000,981390000,981420000,867060000
Q01628,0,0,0,0,0,0,0,0
Q01650,608830000,463520000,534770000,540800000,431010000,488610000,545580000,481370000
Q01658,376190000,278580000,287530000,284940000,272220000,353010000,176200000,248820000
Q01780,282630000,128780000,224500000,203550000,222160000,185550000,214060000,243910000
Q01804,0,0,0,0,48913000,52334000,63804000,0
Q01813,11931000000,11460000000,10100000000,9963500000,11446000000,11639000000,10088000000,9864600000
Q01831,0,0,0,0,0,0,0,0
Q01844,668390000,1072900000,791110000,931070000,858700000,902290000,977730000,1156100000
Q01968,0,0,0,0,0,0,42576000,0
Q01970,1518300000,1317800000,1359000000,1268500000,1380200000,1424700000,1340400000,1390500000
Q01974,11428000,0,0,9128200,0,9838400,0,16044000
Q02040,0,0,0,0,0,0,9508700,0
Q02127,155540000,184060000,191560000,259100000,248800000,207620000,0,154880000
Q02218,1355100000,858660000,985980000,979600000,1053300000,1033600000,1087400000,1062400000
Q02241,0,0,0,0,0,0,19962000,0
Q02252,0,0,0,0,0,0,0,0
Q02487,0,0,0,108780000,0,0,0,0
Q02543,4568800000,3982200000,4020700000,4176900000,4989000000,4262900000,4244300000,4101500000
Q02750,746980000,713500000,592510000,599630000,647570000,517390000,567450000,622570000
Q02790,7970800000,9279200000,8805900000,9555500000,8664400000,8048600000,8157100000,8797700000
Q02809,1033000000,855390000,881270000,956070000,1041800000,899400000,918390000,880850000
Q02818,99347000,102140000,106050000,94183000,115720000,144870000,153190000,117520000
Q02878,9421200000,8815900000,8492100000,8565500000,9562400000,9942500000,10221000000,8041600000
Q02880,0,0,0,0,0,0,0,0
Q02952,11219000000,16369000000,15324000000,15494000000,11083000000,13506000000,13147000000,12899000000
Q02978,510880000,462400000,455500000,422060000,543220000,620140000,514460000,553230000
Q03001,0,0,18055000,0,0,21154000,17448000,16914000
Q03135,408670000,333760000,367010000,394000000,305900000,359920000,443860000,641580000
Q03154,102510000,108170000,0,0,0,0,0,0
Q03169,0,0,19271000,0,34427000,0,0,0
Q03252,927930000,1238600000,993290000,1071800000,1129200000,1225300000,1141700000,1062400000
Q03405,78066000,0,147060000,134100000,108840000,168150000,152030000,202430000
Q03426,82140000,55622000,65283000,52992000,102940000,65894000,0,69839000
Q03518,0,0,0,0,0,0,0,0
Q03519,0,0,0,0,0,0,0,0
Q03701,181440000,193040000,155470000,172350000,199700000,240940000,214400000,209850000
Q04206,326350000,365770000,384920000,364680000,350630000,289870000,330540000,329340000
Q04323,373690000,368800000,314220000,279070000,299110000,380330000,369310000,365450000
Q04446,880960000,890510000,779410000,712420000,746340000,733870000,782030000,775220000
Q04637,6405400000,6416900000,6001000000,6229900000,6543000000,6715700000,6349100000,6505700000
Q04760,8124900000,6947400000,6911300000,7334500000,8378300000,6883000000,6924100000,7235000000
Q04828,0,0,0,0,0,0,0,15881000
Q04837,965290000,1364900000,1287600000,1186800000,1056700000,1093700000,982980000,928670000
Q04912,19333000,0,0,0,0,0,0,0
Q04917,2753500000,3677300000,2710400000,2950700000,2090600000,2479900000,2630200000,2909900000
Q04941,0,0,0,0,0,0,0,399660000
Q05048,233440000,230020000,220650000,217180000,250950000,226720000,246450000,296060000
Q05086,377640000,283970000,290810000,263600000,317490000,279340000,294450000,344700000
Q05209,0,0,0,0,0,0,0,0
Q05397,261440000,125460000,189720000,156410000,246260000,235840000,162590000,271070000
Q05519,403940000,388600000,341120000,465570000,481250000,355140000,447550000,457530000
Q05639,10356000000,9944500000,9111700000,9021700000,9913800000,10115000000,9255100000,9273900000
Q05655,250030000,266180000,315320000,279150000,236110000,307440000,316840000,289930000
Q05682,218720000,748350000,225980000,397380000,228330000,227560000,284040000,362810000
Q05923,0,0,0,0,27687000,0,0,0
Q06124,2105600000,1817400000,1984200000,1983800000,2109000000,1833400000,1865400000,1988800000
Q06136,0,0,0,0,0,0,0,129570000
Q06203,1620000000,1787900000,1647500000,1802100000,1525100000,1518700000,1606600000,1742800000
Q06210,3813000000,4258400000,4288100000,4025100000,3809300000,3894500000,3788400000,3846500000
Q06265,250620000,152050000,162320000,221430000,329190000,296890000,312900000,329920000
Q06323,3894400000,3805300000,3680500000,3953700000,4268200000,3351900000,3538500000,3485800000
Q06481,0,0,0,14362000,0,0,0,0
Q06546,79831000,0,67155000,54795000,0,0,0,0
Q06587,0,0,0,0,0,0,99261000,78761000
Q06787,0,0,0,0,0,0,0,0
Q06830,72246000000,69599000000,68395000000,63040000000,64214000000,60348000000,60336000000,62131000000
Q07002,0,0,0,0,0,0,0,0
Q07020,7223900000,7289200000,7141900000,7333900000,8697900000,6651100000,6234000000,7679000000
Q07021,6579900000,7576700000,7008300000,6612700000,6214600000,7120200000,6573300000,6756600000
Q07065,1239400000,1345200000,1234700000,1282000000,1242500000,1172100000,1193100000,1130600000
Q07157,439410000,399060000,293640000,295610000,377930000,405200000,331850000,363920000
Q07666,2569100000,2557600000,1890100000,2312800000,1630100000,1947000000,1820400000,1763000000
Q07812,135010000,162520000,178140000,150020000,161310000,0,178530000,114040000
Q07817,0,0,0,0,0,0,0,0
Q07864,0,0,0,0,0,0,66618000,0
Q07866,1193000000,1486600000,1275500000,1386100000,1218100000,1365300000,1306700000,1511800000
Q07955,1018900000,1102900000,1179900000,1288600000,1189400000,1203700000,1156600000,1174800000
Q07960,1596400000,1247000000,1273000000,1229400000,1474500000,1467300000,1373800000,1342300000
Q08209,1062400000,1051900000,1002200000,1106400000,936530000,1108300000,1096800000,1139800000
Q08211,5327800000,5580400000,5403300000,5479000000,5571500000,5269200000,5279100000,5560700000
Q08257,1173300000,1038000000,1013800000,1054200000,967640000,813900000,926530000,833840000
Q08345,0,0,0,0,0,14137000,0,0
Q08378,0,76874000,0,76056000,82989000,63932000,93231000,83832000
Q08379,0,143290000,126090000,139810000,118380000,102630000,135090000,133770000
Q08380,192940000,207180000,193260000,204380000,221380000,212060000,196410000,199870000
Q08426,144050000,116430000,86178000,89780000,163690000,184680000,209760000,109260000
Q08431,0,0,0,0,0,0,0,0
Q08623,153530000,145880000,106600000,120590000,132690000,177500000,147900000,135350000
Q08752,1756900000,1515400000,1630200000,1547400000,1866600000,1745700000,1657500000,1460600000
Q08945,3240600000,2859800000,2641000000,2854400000,2793300000,2543900000,2710400000,2787800000
Q08AD1,0,0,0,0,0,0,0,12244000
Q08AF3,0,0,0,0,0,0,0,0
Q08AM6,172330000,143400000,128180000,124470000,169260000,190590000,162280000,177450000
Q08J23,1849300000,1451000000,1726700000,1729900000,1722700000,1676700000,1644400000,1671900000
Q09028,3026100000,3448500000,3308200000,3551200000,2320000000,3182100000,3219300000,3049600000
Q09161,1272100000,1138600000,1120200000,1112400000,1229700000,1290700000,1177700000,1220900000
Q09472,0,0,0,0,0,0,8310200,0
Q09666,3985800000,3904900000,4002900000,4242600000,4862000000,4762800000,4492600000,4198000000
Q0IIM8,121730000,129140000,96157000,99569000,147140000,167350000,127080000,132280000
Q0VDF9,378820000,284090000,301700000,326730000,314050000,308880000,282580000,300470000
Q10471,304810000,164460000,249550000,216500000,344660000,283390000,293570000,263160000
Q10472,0,56816000,0,53529000,0,60170000,0,0
Q10567,1545800000,1378100000,1408900000,1441300000,1624800000,1487600000,1503700000,1465800000
Q10570,226060000,243240000,263840000,237760000,219680000,280550000,256660000,242180000
Q10713,2120800000,2008500000,1911700000,1879800000,2423300000,2136100000,2004400000,1966400000
Q12765,547500000,622430000,673220000,679390000,567060000,623140000,663510000,646360000
Q12768,0,0,47749000,40167000,48705000,53834000,0,50659000
Q12769,246100000,292880000,207160000,168830000,239950000,265640000,247930000,234940000
Q12770,0,0,0,7429700,0,0,0,0
Q12788,222420000,177440000,163960000,181890000,241980000,243720000,227340000,253860000
Q12789,0,63069000,0,0,0,0,0,0
Q12792,1258400000,1207400000,1272800000,1212100000,1317600000,1449700000,1373900000,1404300000
Q12797,1466600000,1405200000,1459900000,1515600000,1404600000,1300900000,1276800000,1486200000
Q12800,113890000,140150000,183430000,135690000,108680000,128160000,137630000,117560000
Q12802,0,0,0,0,45925000,0,0,0
Q12824,0,0,52671000,63668000,0,0,0,0
Q12846,0,0,0,0,0,0,0,0
Q12849,740820000,1009400000,1042800000,906620000,829060000,906150000,899630000,1002500000
Q12851,0,34931000,34689000,30842000,41457000,44170000,33771000,28813000
Q12872,37204000,50190000,52104000,0,0,0,0,0
Q12874,972520000,936590000,851930000,808000000,881780000,910730000,775840000,812030000
Q12894,18109000,18429000,11336000,11747000,20511000,19074000,20891000,18425000
Q12904,1091800000,1653500000,1669100000,1665500000,1244900000,1516100000,1585700000,1581200000
Q12905,3714600000,3223000000,3183200000,2909000000,3621100000,3514400000,3419600000,3524300000
Q12906,5927700000,6689700000,6426600000,6293500000,6613300000,7214300000,6705800000,6372700000
Q12907,606810000,698940000,779130000,770380000,703540000,660130000,681900000,810980000
Q12929,53079000,47556000,46323000,0,0,0,0,52347000
Q12931,7176100000,7078800000,6980800000,7044300000,7591500000,7395100000,6776400000,7291400000
Q12959,185800000,147500000,166210000,167920000,226200000,179370000,177280000,200050000
Q12965,878380000,701280000,781920000,779930000,926040000,821130000,802980000,908730000
Q12972,415720000,430940000,400660000,433800000,355050000,390890000,437370000,421210000
Q12974,100300000,118000000,108480000,0,137230000,115890000,111780000,134730000
Q12979,69353000,0,0,43718000,0,58913000,54312000,0
Q12981,0,0,0,0,0,0,0,0
Q12996,89298000,0,80349000,0,148030000,0,84069000,0
Q13011,1106300000,1015000000,892330000,962490000,1107500000,1015400000,964460000,901220000
Q13017,0,0,0,0,0,0,0,0
Q13033,0,0,0,0,0,0,66022000,0
Q13042,0,0,0,0,0,0,0,0
Q13043,0,0,0,0,0,43362000,39963000,40716000
Q13045,719470000,676510000,625570000,451550000,739370000,692190000,616610000,660010000
Q13049,0,0,0,0,40991000,36015000,31823000,0
Q13057,404400000,266290000,328750000,272210000,321330000,365610000,301450000,356270000
Q13084,243200000,216760000,204590000,183890000,270920000,289150000,221410000,247260000
Q13085,1060500000,741990000,859180000,895440000,1071400000,1019900000,889090000,956350000
Q13098,452550000,426620000,528270000,436630000,436290000,286610000,385120000,383890000
Q13107,0,0,0,0,0,0,0,0
Q13112,0,0,0,0,21467000,0,0,0
Q13123,182540000,194930000,242450000,197810000,208180000,248550000,227680000,197140000
Q13126,14703000000,16328000000,14844000000,15155000000,16471000000,16764000000,16004000000,15478000000
Q13131,129030000,123490000,126250000,184590000,159320000,168170000,167850000,165000000
Q13136,267910000,242780000,359140000,175960000,224530000,133770000,165880000,124090000
Q13144,168220000,109420000,130830000,131230000,140390000,140500000,130030000,124430000
Q13148,1343800000,1266100000,1341100000,1368800000,1306500000,1472700000,1417800000,1386700000
Q13151,2809800000,3043700000,3282900000,3353400000,2966500000,2794100000,2569200000,2677900000
Q13153,176910000,130510000,145740000,135610000,139110000,143570000,155350000,153190000
Q13155,834990000,523230000,730230000,689260000,661350000,717260000,679010000,618530000
Q13158,77439000,71403000,78311000,78767000,78089000,68354000,70332000,0
Q13162,3351900000,3510500000,3428100000,3218300000,3320400000,3446500000,3224300000,3364600000
Q13177,2277300000,2122500000,2212400000,2104100000,1921400000,1572900000,1635700000,1808000000
Q13185,1239600000,2542300000,2320400000,2304400000,1477300000,2391600000,2208400000,2190800000
Q13188,106280000,99788000,82131000,114730000,101860000,126340000,104740000,114310000
Q13190,177230000,141200000,152600000,149270000,169620000,165970000,140620000,128340000
Q13200,8224900000,8362900000,7957700000,8195700000,8728700000,9256100000,8073600000,8519200000
Q13206,243510000,194670000,163770000,158650000,216550000,185850000,193100000,207000000
Q13217,388700000,398980000,424640000,383580000,288560000,357210000,329490000,379380000
Q13232,0,0,0,0,0,0,12631000,0
Q13242,0,0,0,0,0,0,0,0
Q13243,239840000,263750000,80242000,197630000,0,263480000,242040000,0
Q13247,0,419870000,592610000,299080000,279680000,400510000,430650000,435570000
Q13257,539870000,495620000,492920000,405000000,483360000,485210000,454340000,438740000
Q13263,12167000000,12629000000,13249000000,12881000000,12172000000,13045000000,12121000000,12394000000
Q13268,0,0,0,0,0,0,0,0
Q13277,43656000,17803000,23289000,18375000,0,0,16350000,24931000
Q13283,2518500000,2295600000,2309000000,2113100000,2209800000,1964200000,2093200000,2046200000
Q13308,682300000,689160000,669110000,682540000,656620000,629200000,570840000,547160000
Q13310,934710000,1054400000,1129700000,1171400000,1010000000,970970000,863200000,825920000
Q13325,0,217550000,132640000,166610000,204860000,176420000,173670000,169940000
Q13330,115220000,83592000,0,0,97947000,0,0,73579000
Q13347,3638200000,3695500000,3970100000,3898400000,3442400000,3337700000,3214100000,3471100000
Q13363,1241400000,1022800000,1044500000,1057000000,1077800000,1059100000,960650000,984940000
Q13371,0,0,0,0,0,0,0,38834000
Q13404,1566700000,2044100000,1992800000,2056500000,1264600000,1609100000,1644800000,1745200000
Q13405,97394000,100770000,108100000,99571000,90943000,112000000,101160000,96720000
Q13409,442870000,552810000,565190000,493940000,658830000,579450000,602230000,527690000
Q13416,83270000,60234000,68516000,54743000,83624000,97311000,92445000,88123000
Q13418,340880000,405400000,346570000,344320000,446290000,535850000,360830000,343090000
Q13425,207650000,121160000,206780000,144730000,201050000,174860000,122530000,161210000
Q13426,163750000,125850000,180620000,148360000,216790000,239790000,194820000,153310000
Q13427,0,0,0,0,0,73337000,100540000,0
Q13428,260830000,417390000,381400000,447570000,415090000,439100000,467260000,452360000
Q13432,0,0,0,0,0,0,0,0
Q13433,0,0,0,110190000,0,0,0,46339000
Q13435,2307500000,1973800000,2162200000,2359500000,1968500000,1817000000,1996000000,2068900000
Q13438,0,0,0,0,0,16726000,0,0
Q13442,896830000,1498400000,1220700000,1239100000,962980000,1092400000,1127000000,505900000
Q13443,0,95149000,99457000,88374000,80215000,164770000,105660000,113430000
Q13444,0,19458000,15456000,16728000,0,17613000,18207000,0
Q13445,76025000,66983000,78492000,71094000,77288000,77631000,62072000,0
Q13451,1798000000,2017100000,1908100000,1882300000,1787700000,1826800000,1900700000,1681000000
Q13459,187490000,136570000,149580000,153550000,151280000,189480000,198840000,0
Q13464,99264000,53308000,49781000,49712000,63129000,96145000,134120000,82892000
Q13485,91755000,0,66429000,70822000,83640000,74954000,84821000,78105000
Q13492,493340000,457100000,336530000,282160000,352910000,409550000,337160000,382870000
Q13501,58508000,61188000,0,87129000,66210000,75511000,80362000,73790000
Q13505,331330000,420170000,377620000,306800000,327780000,369490000,259440000,327080000
Q13509,4521600000,3853900000,4344200000,4263400000,4484600000,4342700000,3879400000,3907100000
Q13510,185850000,0,124970000,178810000,146080000,0,153560000,134070000
Q13523,0,41395000,52360000,0,0,67095000,63926000,69959000
Q13526,367360000,391450000,439930000,495600000,399170000,437990000,398160000,448020000
Q13535,0,0,122400000,0,0,0,54167000,69708000
Q13546,101070000,99296000,0,0,0,0,0,0
Q13547,520190000,767510000,752460000,812090000,901510000,936740000,926260000,861160000
Q13555,119820000,112680000,97935000,83489000,143580000,106080000,86357000,0
Q13557,1006600000,1171900000,995610000,863220000,984890000,1236500000,1043700000,1130900000
Q13561,1296400000,973350000,1146700000,1067000000,1277900000,1108300000,1073500000,1039300000
Q13564,743230000,1005600000,1003100000,1012200000,1119300000,1141900000,1009400000,1186600000
Q13568,0,0,0,0,0,0,0,0
Q13572,0,0,0,0,0,0,0,0
Q13573,102760000,0,138000000,126290000,175400000,159960000,95872000,117660000
Q13586,94191000,114450000,53957000,53308000,0,68289000,66892000,65690000
Q13595,99727000,109320000,95296000,109670000,105530000,102060000,96467000,110360000
Q13596,537530000,234730000,268190000,286280000,257320000,207240000,204550000,262070000
Q13601,0,149980000,144630000,153170000,0,140360000,0,0
Q13610,0,322940000,109130000,120180000,123970000,122340000,0,0
Q13615,0,0,0,0,0,0,0,0
Q13616,820270000,884320000,949610000,893090000,843550000,958290000,883500000,808100000
Q13617,941990000,712470000,904110000,856490000,987620000,912800000,780020000,810430000
Q13618,644620000,687710000,582520000,555950000,658440000,722970000,720870000,717870000
Q13619,249230000,194940000,207270000,221670000,243340000,273880000,217620000,225860000
Q13620,795440000,605790000,621010000,716430000,672830000,722890000,635260000,659490000
Q13630,1269100000,1112900000,1209600000,1194700000,1234900000,1189100000,1148400000,1073600000
Q13636,177930000,166170000,0,180760000,0,0,0,109200000
Q13641,47070000,47218000,40080000,34344000,0,45426000,0,0
Q13642,0,0,0,0,0,0,0,0
Q13671,115960000,76194000,100870000,0,142500000,144620000,129370000,151850000
Q13685,77339000,120270000,163380000,172130000,201650000,116570000,239230000,138460000
Q13724,724110000,611840000,598670000,647630000,771690000,693080000,659490000,684950000
Q13740,891480000,771110000,695740000,703280000,853730000,828040000,833150000,872840000
Q13751,0,0,0,0,379570000,0,361260000,0
Q13769,22488000,21270000,0,17048000,0,18228000,0,0
Q13813,2234900000,2000800000,2364700000,2252300000,2714500000,2660600000,2421400000,2515800000
Q13823,0,0,0,0,0,95864000,107150000,0
Q13838,5663900000,5072900000,5228300000,5220300000,5652000000,5645900000,5441600000,5865800000
Q13867,1892900000,1796200000,1804300000,1748000000,2144700000,1966400000,1895400000,1918300000
Q13868,290420000,217940000,263140000,236320000,332990000,298630000,290240000,314550000
Q13885,0,0,0,0,0,0,0,0
Q6P1K8,0,0,0,0,0,0,0,0
Q13889,0,0,0,0,0,0,0,23845000
Q13895,401260000,339520000,356990000,469240000,379940000,387150000,363480000,394930000
Q13907,1225000000,956090000,1136000000,1051000000,1180500000,1192300000,1045000000,1172300000
Q13948,0,0,0,0,0,0,0,39573000
Q13951,364240000,507640000,458120000,480670000,387320000,402290000,423980000,451020000
Q13952,64638000,0,0,57376000,68453000,0,69146000,59723000
Q14008,1767400000,1491700000,1626600000,1585400000,1764100000,1820000000,1676600000,1554000000
Q14011,279270000,223030000,261620000,244310000,213080000,267330000,250950000,216350000
Q14019,4817000000,4874500000,5033600000,4828200000,5042800000,5259800000,4845100000,5360600000
Q14103,4241500000,2956500000,4958100000,4567100000,4948700000,4313600000,4211700000,4501300000
Q14108,228600000,172420000,186360000,165750000,187040000,181740000,172860000,201070000
Q14116,878610000,724510000,815250000,801980000,571160000,867580000,841000000,896650000
Q14118,78079000,93083000,113420000,109500000,138260000,92638000,0,95136000
Q14119,0,0,0,0,0,0,6512900,0
Q14126,1020000000,1010400000,851970000,910370000,1029800000,1199500000,1136900000,740140000
Q14137,613550000,660480000,808490000,805660000,655830000,833490000,864580000,837300000
Q14139,353710000,325730000,280260000,276800000,321890000,281960000,329920000,374760000
Q14141,0,0,0,0,0,0,10509000,0
Q14146,29393000,23583000,29445000,27119000,29122000,31372000,0,30583000
Q14149,0,0,0,0,0,0,0,0
Q14152,7847900000,7521000000,7400500000,7906400000,8127900000,7091000000,6682700000,7178400000
Q14155,203720000,184200000,203890000,227910000,272130000,257690000,203870000,222840000
Q14156,0,0,0,0,0,0,0,0
Q14157,1025300000,1107100000,1034500000,1021300000,1120900000,1291100000,1187800000,1067000000
Q14160,226800000,114290000,150170000,153920000,198880000,257650000,173220000,174820000
Q14161,0,0,0,0,0,0,0,0
Q14165,801560000,918140000,1013600000,1089600000,736900000,906860000,853270000,844530000
Q14166,2134900000,2123000000,2124200000,2190000000,2236000000,2210700000,2260800000,2400500000
Q14181,0,0,0,0,0,0,0,0
Q14185,86710000,51381000,59641000,48398000,73151000,67377000,57339000,61522000
Q14191,0,0,0,0,0,0,0,0
Q14192,53025000,0,63119000,62141000,54618000,71555000,0,65306000
Q14195,586830000,403330000,588980000,647940000,598970000,602850000,610820000,570580000
Q14197,119910000,0,0,0,142640000,0,0,122580000
Q14202,0,0,0,0,0,0,0,0
Q14203,1262400000,998950000,1185500000,1243700000,1187000000,1257300000,1157900000,1310700000
Q14204,14143000000,13068000000,13222000000,13478000000,14241000000,13862000000,13632000000,13429000000
Q14232,504950000,448920000,382300000,407920000,560410000,325640000,448680000,463880000
Q14240,1364100000,1531300000,1327100000,1035100000,1452300000,1239400000,1307200000,1384400000
Q14244,0,0,0,0,0,28863000,0,42220000
Q14247,567060000,988070000,883230000,894180000,873030000,1019400000,835420000,542340000
Q14257,503100000,644450000,542890000,573540000,525060000,578900000,538180000,534200000
Q14258,2390300000,2631200000,2636600000,2679900000,2609300000,2608300000,2554000000,2595500000
Q14315,1345700000,1409100000,1403500000,1380100000,1387700000,1463300000,1356900000,1436100000
Q14318,370280000,336520000,322600000,404170000,251310000,306530000,365740000,314760000
Q14320,542170000,708510000,548840000,620980000,637500000,586500000,648490000,678880000
Q14344,424320000,376040000,378710000,397910000,433440000,382410000,403670000,426510000
Q14353,999580000,819530000,632530000,719370000,838070000,830790000,806660000,965120000
Q14376,1605200000,1395700000,1459100000,1342000000,1509100000,1685200000,1550700000,1553200000
Q14435,0,0,0,0,0,0,0,0
Q14444,2026500000,1980000000,1879500000,1805200000,2074600000,1983700000,1959600000,2116000000
Q14451,52670000,45325000,42312000,51667000,51602000,49119000,54305000,49430000
Q14493,0,0,0,0,0,0,22875000,0
Q14498,884600000,739070000,829610000,825160000,903530000,862140000,797130000,803160000
Q14517,0,0,0,145480000,132500000,146600000,111150000,0
Q14527,499850000,407990000,330210000,270170000,388980000,395990000,364460000,304420000
Q14534,0,60022000,69759000,80986000,77534000,86871000,78333000,0
Q14554,477980000,570800000,485020000,534770000,507040000,405390000,493890000,590830000
Q14558,293720000,230640000,263240000,254610000,297540000,318780000,333560000,300910000
Q14566,3686900000,3659100000,3308900000,3355600000,3437100000,3721500000,3360100000,3124800000
Q14573,537410000,353300000,429680000,461220000,544280000,542120000,506250000,474290000
Q14643,0,0,0,0,0,0,0,0
Q14651,1624200000,1671100000,1657200000,1629100000,1687600000,1715000000,1552000000,1747700000
Q14657,76410000,101630000,89636000,88363000,80650000,109570000,75846000,87213000
Q14669,278160000,212070000,213470000,179620000,235970000,269830000,260130000,227920000
Q14671,0,0,92095000,117510000,0,0,0,0
Q14676,70900000,71774000,68964000,61610000,66881000,0,62711000,0
Q14677,662380000,890760000,691120000,632650000,799740000,880180000,765390000,744080000
Q14683,411960000,392920000,507790000,528330000,462600000,544820000,579160000,370530000
Q14684,245130000,140720000,220950000,238290000,276260000,204450000,196580000,204420000
Q14687,0,0,0,0,0,0,0,0
Q14690,563630000,361880000,422370000,434900000,615040000,554270000,503040000,517330000
Q14691,0,0,0,0,0,0,0,0
Q14692,147900000,98771000,110310000,139460000,93553000,127180000,127990000,123840000
Q14694,563170000,782210000,411810000,494330000,619930000,531680000,482250000,496140000
Q14696,598280000,769050000,772520000,803000000,758530000,622180000,738930000,705890000
Q14697,15361000000,14463000000,13916000000,13989000000,15438000000,14041000000,14898000000,14623000000
Q14728,0,54865000,59110000,60491000,0,0,0,0
Q14738,530950000,440840000,479750000,452630000,494790000,454340000,505760000,489950000
Q14739,412830000,466690000,423950000,402890000,305260000,453570000,484350000,484280000
Q14746,73680000,49517000,65189000,51023000,84318000,79243000,79468000,74398000
Q14764,2037100000,2364000000,2243500000,2201400000,2445700000,2228100000,2228600000,2116400000
Q14789,0,0,0,0,0,0,0,0
Q14790,125080000,91940000,98394000,88639000,130460000,116270000,120140000,124150000
Q147U7,0,0,0,0,0,0,0,0
Q147X3,25830000,0,0,0,0,0,0,0
Q14814,0,0,0,0,0,28135000,33932000,0
Q14839,1333700000,1288100000,1428300000,1390200000,1203300000,1586100000,1394400000,1403300000
Q14847,1644400000,1972700000,1990300000,1960200000,1835800000,1841700000,1914100000,2219600000
Q14894,578520000,491090000,441310000,463710000,551990000,502100000,550320000,518850000
Q14914,608780000,567140000,620600000,582410000,625870000,627480000,586770000,524080000
Q14919,417180000,354060000,345280000,404780000,369010000,398300000,375130000,310860000
Q14966,869330000,1906900000,213120000,0,46420000,192570000,241380000,0
Q14974,11158000000,9925200000,9595400000,8822800000,11330000000,11109000000,10380000000,10550000000
Q14978,864840000,1001900000,726330000,584280000,808840000,1826400000,1032800000,661060000
Q14980,765860000,503870000,497550000,522140000,660500000,611510000,655500000,593570000
Q14997,442470000,370990000,332400000,333480000,498160000,443160000,444000000,445640000
Q14999,0,0,0,0,0,0,0,0
Q14C86,940930000,675710000,842760000,866300000,805300000,916020000,807870000,844960000
Q14CX7,908520000,735130000,811720000,774230000,807980000,767070000,814500000,782100000
Q15003,0,71265000,75723000,66723000,74832000,74906000,85100000,76850000
Q15005,372340000,615880000,641950000,606910000,663250000,554350000,585460000,596380000
Q15006,99765000,95616000,168860000,150640000,91751000,90178000,144040000,178340000
Q15007,0,0,0,110220000,0,0,0,0
Q15008,2799400000,2222900000,2383800000,2677300000,2827500000,2443600000,2587400000,2494100000
Q15014,0,0,0,0,0,0,0,0
Q15018,0,0,0,0,0,0,0,0
Q15019,2947100000,2746100000,2773000000,2723500000,2432700000,2481200000,2439000000,2569600000
Q15020,984660000,938400000,926580000,890330000,818250000,926500000,809340000,955430000
Q15021,391710000,347990000,265940000,299810000,406850000,399330000,367120000,406380000
Q15022,0,0,0,0,0,0,0,0
Q15024,251560000,196740000,226910000,230550000,240180000,306060000,281510000,220410000
Q15029,2503200000,1983300000,2121800000,2254100000,2520500000,2347600000,2369800000,2191500000
Q15031,139190000,204900000,116890000,142510000,131440000,135350000,170040000,157400000
Q15041,121050000,200840000,171700000,170300000,143030000,209000000,171220000,148910000
