"ID","log2sum","n","type"
"Q92734",-0.238794252711034,1,"ns"
"Q92783",0.287346157521232,1,"ns"
"Q92896",-0.502980416982309,6,"down"
"Q92930",0.945477504121254,1,"up"
"Q92954",-0.367836795214247,2,"ns"
"Q92959",-0.0523196911382787,1,"ns"
"Q92973",-0.111304440890568,1,"ns"
"Q93008",0.228754836608397,1,"ns"
"Q93034",0.692041317582543,1,"up"
"Q969E2",-0.47018634479048,1,"ns"
"Q969V3",-0.161322409995435,1,"ns"
"Q969Z3",0.398105393791665,1,"ns"
"Q96AC1",0.00348860936938296,1,"ns"
"Q96AX1",-0.496417621934439,1,"ns"
"Q96B49",0.125183910254418,2,"ns"
"Q96CW1",0.159923143411228,2,"ns"
"Q96FZ7",0.443920952071334,1,"ns"
"Q96G03",-0.0166056902519787,1,"ns"
"Q96GC9",-0.0969380234607785,1,"ns"
"Q96GE6",0.427523329940665,1,"ns"
"Q96HD1",0.10505158586067,1,"ns"
"Q96HH6",0.460262232774999,1,"ns"
"Q96I36",0.113418195834774,1,"ns"
"Q96I99",-0.282484259952661,1,"ns"
"Q96KG9",-0.0230304934712847,1,"ns"
"Q96KP4",-0.435277874305619,2,"ns"
"Q96LZ2",-2.35003678711691,1,"down"
"Q96RU3",0.600353885463196,1,"up"
"Q96TA1",0.509107472215109,2,"up"
"Q99467",0.533555006934333,1,"up"
"Q99536",0.814995056208615,1,"up"
"Q99613",0.417532160490192,2,"ns"
"Q99623",0.488248157736034,1,"ns"
"Q99715",0.896597354143033,2,"up"
"Q99808",-0.158305180608882,1,"ns"
"Q99832",0.206208498023166,1,"ns"
"Q99879",-0.368346396160541,1,"ns"
"Q9BPX5",0.234923312778226,1,"ns"
"Q9BQB6",0.342462578585639,1,"ns"
"Q9BQE5",0.689961669216078,2,"up"
"Q9BR76",0.628861492977954,1,"up"
"Q9BRX8",0.20948735772162,1,"ns"
"Q9BS26",0.564552110834068,2,"up"
"Q9BSJ8",0.0657035779777135,2,"ns"
"Q9BT78",0.283787613534339,1,"ns"
"Q9BVC6",1.43912653467472,2,"up"
"Q9BVK6",-1.0466440297761,1,"down"
"Q9BXJ8",0.171798954847887,1,"ns"
"Q9BXN1",0.422746570564528,1,"ns"
"Q9BXS5",0.726117385648702,2,"up"
"Q9BY50",0.500478876234345,1,"up"
"Q9BZZ2",0.195696657145046,1,"ns"
"Q9H0D6",0.184991697138141,1,"ns"
"Q9H1C4",-0.727053947630935,1,"down"
"Q9H1E3",0.812355547810338,2,"up"
"Q9H223",-0.515565407690702,2,"down"
"Q9H269",0.366237323430953,1,"ns"
"Q9H299",0.181805693428342,2,"ns"
"Q9H4G4",0.436848462271097,1,"ns"
"Q9H4M9",0.360603395082335,1,"ns"
"Q9H8H3",-0.0640651173742995,1,"ns"
"Q9H9B4",0.414682660280787,1,"ns"
"Q9HBL0",-0.271715323643848,2,"ns"
"Q9HD45",0.344664626579503,2,"ns"
"Q9NNW7",-0.00956978774117887,1,"ns"
"Q9NPA8",-0.106082375626151,1,"ns"
"Q9NQ79",0.838639827600581,2,"up"
"Q9NR45",-0.0297628917788338,1,"ns"
"Q9NRI5",0.677494892975309,1,"up"
"Q9NRX4",0.932872115001211,1,"up"
"Q9NTJ5",0.286040214522515,1,"ns"
"Q9NTK5",0.0414290505694625,1,"ns"
"Q9NUU6",0.326016752701273,1,"ns"
"Q9NUU7",0.307899740752404,1,"ns"
"Q9NVJ2",-0.246279370987538,1,"ns"
"Q9NVS9",0.917858237519951,1,"up"
"Q9NWV4",0.0566523211639199,1,"ns"
"Q9NX62",0.0897992186568267,1,"ns"
"Q9NYF8",0.885721655716203,1,"up"
"Q9NYP7",0.578807830364908,1,"up"
"Q9NYU2",0.790810928454393,1,"up"
"Q9NZ08",0.0759568915596943,1,"ns"
"Q9NZM1",1.27216891924937,1,"up"
"Q9NZN4",-0.494915821968618,1,"ns"
"Q9NZU5",-0.0773390731812073,1,"ns"
"Q9P016",0.583171652874898,1,"up"
"Q9P253",0.422056164067989,1,"ns"
"Q9P2B2",-0.50464390025858,1,"down"
"Q9P2E9",0.0204971264261294,3,"ns"
"Q9P2J5",0.313202041438437,1,"ns"
"Q9P2R7",1.54619625329387,2,"up"
"Q9UBG0",0.292376897726417,3,"ns"
"Q9UBQ0",-0.718056214098744,1,"down"
"Q9UBS4",-0.162396544654477,1,"ns"
"Q9UEY8",-0.0418614540259317,1,"ns"
"Q9UGT4",-0.851651946692447,1,"down"
"Q9UHD8",-0.15103629687267,1,"ns"
"Q9UHL4",0.322629111780308,1,"ns"
"Q9UHQ9",0.459165353326557,1,"ns"
"Q9UI09",-0.189766150242057,1,"ns"
"Q9UK45",0.112401266724337,1,"ns"
"Q9UKM9",-0.121932513128249,1,"ns"
"Q9UKR5",0.465907349223754,1,"ns"
"Q9UKX2",0.380759546353917,3,"ns"
"Q9UL25",-0.628012436069351,1,"down"
"Q9UL46",0.396354934497795,1,"ns"
"Q9ULA0",-0.0726901236217846,1,"ns"
"Q9ULV4",0.0179913864214809,1,"ns"
"Q9UM00",0.654423530668701,1,"up"
"Q9UM54",0.105393072495526,1,"ns"
"Q9UNH7",2.07393208637066,1,"up"
"Q9UNL2",0.258310015458691,2,"ns"
"Q9UNX3",0.358647688889942,1,"ns"
"Q9UNZ2",0.526465849883002,1,"up"
"Q9UPC5",-0.0302427375205404,1,"ns"
"Q9Y224",-0.0397680480422789,1,"ns"
"Q9Y230",-0.125032558298464,1,"ns"
"Q9Y262",0.322636419369385,1,"ns"
"Q9Y266",0.318146741870069,2,"ns"
"Q9Y279",0.239584187471995,1,"ns"
"Q9Y2A7",0.229345382518804,1,"ns"
"Q9Y2D4",0.435662222366034,1,"ns"
"Q9Y2J2",0.160153167951009,1,"ns"
"Q9Y2J8",-0.414016555669187,5,"ns"
"Q9Y3A5",0.0741572117483854,1,"ns"
"Q9Y3Z3",0.0822043136932354,2,"ns"
"Q9Y490",-0.976611507893906,5,"down"
"Q9Y4G6",0.312250883162726,1,"ns"
"Q9Y4L1",-0.979964297723131,1,"down"
"Q9Y5K8",0.493672630444579,1,"ns"
"Q9Y678",0.0635029163957775,2,"ns"
"Q9Y696",0.204107655507945,1,"ns"
"Q9Y6C2",0.309090724169414,1,"ns"
"Q9Y6E0",0.173882009374111,1,"ns"
"Q9Y6E2",-0.577534044856537,1,"down"
"Q9Y6I3",-0.413622708862716,1,"ns"
"Q9Y6K5",0.642431527944339,1,"up"
"Q9Y6R7",0.353108813725571,1,"ns"
"Q9Y6X1",0.323662433038238,1,"ns"
